gg   19.100    0.030
gg   19.080    0.020
gg   19.080    0.020
gg   19.060    0.020
gg   19.030    0.030
gg   19.050    0.020
gg   19.050    0.020
gg   19.050    0.020
gg   19.040    0.020
gg   19.020    0.020
gg   18.990    0.020
gg   19.000    0.020
gg   18.990    0.020
gg   18.970    0.020
gg   18.980    0.020
gg   19.010    0.020
gg   18.840    0.020
gg   18.850    0.020
gg   18.870    0.020
gg   18.880    0.020
gg   18.840    0.020
gg   18.840    0.020
gg   18.850    0.020
gg   18.840    0.020
gg   18.840    0.020
gg   18.880    0.020
gg   18.860    0.020
gg   18.860    0.020
gg   18.990    0.020
gg   19.020    0.020
gg   18.970    0.020
gg   18.990    0.020
gg   18.990    0.030
gg   19.010    0.020
gg   19.020    0.020
gg   19.040    0.030
gg   19.070    0.030
gg   19.090    0.020
gg   19.000    0.020
gg   19.040    0.030
gg   19.130    0.030
gg   19.180    0.020
gg   19.160    0.020
gg   19.140    0.020
gg   19.150    0.020
gg   19.180    0.020
gg   19.190    0.020
gg   19.170    0.020
gg   19.220    0.020
gg   19.230    0.020
gg   19.190    0.020
gg   19.190    0.020
gg   19.980    0.060
gg   20.000    0.050
gg   20.020    0.050
gg   20.030    0.040
gg   19.980    0.060
gg   20.040    0.070
gg   20.000    0.050
gg   19.990    0.040
gg   20.230    0.050
gg   20.160    0.030
gg   20.180    0.030
gg   20.210    0.040
gg   20.190    0.050
gg   20.170    0.030
gg   20.220    0.040
gg   20.240    0.030
gg   20.520    0.050
gg   20.530    0.040
gg   20.550    0.040
gg   20.580    0.040
gg   20.980    0.080
gg   20.950    0.050
gg   20.970    0.050
gg   21.010    0.040
gg   21.150    0.060
gg   21.210    0.050
gg   21.240    0.040
gg   21.190    0.060
gg   21.250    0.100
gg   23.550    0.120
gg   23.580  100.000
gg   24.230    0.150
gg   24.340  100.000
gg   24.090  100.000
rr   18.770    0.020
rr   18.770    0.020
rr   18.750    0.020
rr   18.750    0.020
rr   18.740    0.020
rr   18.770    0.020
rr   18.770    0.020
rr   18.740    0.020
rr   18.740    0.020
rr   18.740    0.020
rr   18.710    0.020
rr   18.720    0.020
rr   18.720    0.020
rr   18.700    0.020
rr   18.690    0.020
rr   18.690    0.020
rr   18.570    0.020
rr   18.580    0.020
rr   18.590    0.020
rr   18.560    0.020
rr   18.590    0.020
rr   18.590    0.020
rr   18.610    0.020
rr   18.590    0.020
rr   18.600    0.020
rr   18.590    0.020
rr   18.610    0.020
rr   18.590    0.020
rr   18.750    0.020
rr   18.740    0.020
rr   18.760    0.020
rr   18.760    0.020
rr   18.750    0.020
rr   18.760    0.020
rr   18.760    0.020
rr   18.760    0.020
rr   18.810    0.030
rr   18.790    0.030
rr   18.800    0.030
rr   18.790    0.020
rr   18.920    0.030
rr   18.870    0.020
rr   18.900    0.020
rr   18.870    0.020
rr   18.910    0.020
rr   18.880    0.020
rr   18.940    0.020
rr   18.910    0.020
rr   18.930    0.020
rr   18.920    0.020
rr   18.910    0.020
rr   18.900    0.020
rr   19.790    0.040
rr   19.730    0.040
rr   19.760    0.030
rr   19.730    0.030
rr   19.830    0.050
rr   19.770    0.040
rr   19.800    0.030
rr   19.790    0.030
rr   19.920    0.030
rr   19.850    0.020
rr   19.870    0.030
rr   19.870    0.030
rr   19.880    0.040
rr   19.890    0.030
rr   19.890    0.030
rr   19.850    0.020
rr   20.220    0.030
rr   20.240    0.030
rr   20.260    0.020
rr   20.280    0.030
rr   20.640    0.050
rr   20.640    0.030
rr   20.620    0.030
rr   20.660    0.030
rr   20.870    0.050
rr   20.900    0.040
rr   20.820    0.030
rr   20.910    0.030
rr   20.950    0.060
rr   23.230    0.090
rr   23.710    0.120
rr   23.940    0.120
rr   24.090    0.100
rr   24.050  100.000
ii   18.590    0.030
ii   18.580    0.020
ii   18.600    0.020
ii   18.560    0.020
ii   18.580    0.030
ii   18.560    0.020
ii   18.570    0.020
ii   18.550    0.020
ii   18.540    0.020
ii   18.530    0.020
ii   18.510    0.020
ii   18.530    0.020
ii   18.500    0.030
ii   18.520    0.020
ii   18.500    0.020
ii   18.530    0.020
ii   18.410    0.020
ii   18.380    0.020
ii   18.410    0.020
ii   18.410    0.020
ii   18.420    0.020
ii   18.400    0.020
ii   18.420    0.020
