68852.2	320.	4.158169061752154e-13	6.127704557677156e-14
71357.8	440.	4.999218789793402e-13	2.3022253986750766e-14
72394.6	440.	5.186831554149458e-13	1.9108994176437212e-14
73897.9	400.	5.381485128445886e-13	1.9826124466638643e-14
74813.8	400.	5.635106712774007e-13	2.0760500940474136e-14
75695.	400.	5.635106712774007e-13	2.0760500940474136e-14
76585.	400.	5.900681114308089e-13	2.1738913221525696e-14
77474.9	400.	6.010382968337593e-13	2.2143069799179954e-14
78321.6	360.	5.739871169973074e-13	2.1146467475460805e-14
79246.1	440.	6.010382968337593e-13	2.2143069799179954e-14
80179.2	400.	6.010382968337593e-13	2.2143069799179954e-14
81112.3	440.	6.837575676167157e-13	1.8892920332881228e-14
81864.	240.	6.235943123022264e-13	2.87175801783789e-14
85864.3	520.	6.469968193112391e-13	1.7877183290974312e-14
86935.7	440.	6.293643595184039e-13	1.738998040808716e-14
87834.2	280.	6.590253884297297e-13	2.4279393263799644e-14
88931.5	480.	6.178771651976817e-13	1.7072577490111146e-14
89959.7	440.	5.283261953794192e-13	1.9464256907837964e-14
90979.2	480.	5.332147375497726e-13	1.964435746226954e-14
92041.9	480.	5.283261953794192e-13	1.9464256907837964e-14
93113.3	480.	4.687077597117329e-13	1.726783250483086e-14
94176.	480.	5.186831554149458e-13	1.433174563232791e-14
95290.6	520.	5.481534408280909e-13	1.5146039734312796e-14
96405.1	480.	5.092161207679643e-13	1.4070161790561482e-14
97519.7	520.	5.186831554149458e-13	1.433174563232791e-14
98625.6	480.	5.283261953794192e-13	1.4598192680878475e-14
99748.8	480.	5.092161207679643e-13	1.4070161790561482e-14
100949.8	520.	4.907972762239338e-13	1.3561230293383297e-14
102107.5	520.	4.862976196822927e-13	1.7915866913183437e-14
102980.2	240.	4.3944258743488853e-13	2.8331911445137296e-14
104483.5	240.	4.082273921983972e-13	3.0079306716412186e-14
253549.4	1280.	1.2909283404711417e-13	1.426786770462567e-14
256124.2	920.	1.389639453331845e-13	1.5358863273565517e-14
259683.8	1480.	1.4285720071328885e-13	1.1841871329316782e-14
332173.4	3280.	9.613956069479666e-14	8.854781027024097e-15
339569.3	2840.	7.566623619797165e-14	9.75676534157224e-15
347785.9	3760.	8.296637828916285e-14	6.877337449244139e-15
358084.8	5200.	7.02913899648898e-14	6.474076454334631e-15
421994.9	6320.	7.02913899648898e-14	6.474076454334631e-15
440847.4	5960.	5.900680911848693e-14	7.065146554582252e-15
508705.9	5800.	6.410650947339009e-14	6.494870682375414e-15
525415.7	8480.	5.2832617725191723e-14	5.352670465998924e-15
777384.	6200.	3.934613951230104e-14	9.42217503926518e-15
951229.4	13920.	2.008640074951654e-14	4.0700570476896886e-15
