time_sec	flux_R	flux_err_R	band	source
77.5	2.3454475280674426e-12	1.2373851540888865e-13	R	Li_Liang
102.5	1.6882689936330867e-12	9.646632398500113e-14	R	Li_Liang
182.5	1.3483490620291095e-12	6.371542395660137e-14	R	Li_Liang
273.5	2.4134315143882383e-12	5.001856231150518e-14	R	Li_Liang
364.5	2.4134315143882383e-12	5.2257952047761034e-14	R	Li_Liang
455.5	2.0735115827842613e-12	5.2328796901640757e-14	R	Li_Liang
847.5	1.223711753774318e-12	5.419293744909965e-14	R	Li_Liang
1431.5	5.81263083042801e-13	5.147578269140127e-14	R	Li_Liang
