time	flux	flux_err	band
173.50	1.1957689945983385e-13	1.4466112341816882e-14	R
259.70	6.5968579570643e-14	4.6859865658979344e-15	i
346.00	4.757359286095153e-14	3.784499685328927e-15	z
432.00	1.5909161417445817e-13	1.5328560752077776e-14	R
518.00	5.3868779140953535e-14	3.826494022135432e-15	i
604.30	2.5666458699693256e-14	3.3119076891489227e-15	z
690.30	1.0319229904232443e-13	1.4955999105190753e-14	R
776.40	3.306260990133117e-14	3.459513938568111e-15	i
862.50	3.383498213575036e-14	3.818074316822395e-15	z
983.60	7.973468600139389e-14	1.0925362469255625e-14	R
1231.80	7.205220704257277e-14	8.716694664790618e-15	R
1507.00	3.678301195449644e-14	7.565227000839115e-15	R
1550.10	1.3594584907382509e-14	2.993118256540596e-15	z
1593.00	1.8851118914094733e-14	1.9724912472287896e-15	i
4462.10	3.323894939460194e-14	8.024627766327103e-15	R
4607.80	1.1151598710858072e-14	1.9611411699101045e-15	i
4753.50	1.2284739497029334e-14	0.0	z
88060.00	1.930399908417633e-14	0.0	R
91540.00	4.779001127604217e-15	0.0	i
