Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
          638.6            -9.0            -9.0    -9.000    19.000 u   12.420   0.0100  -9.0000  -9.0000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
          792.6            -9.0            -9.0    -9.000    19.000 u   12.830   0.0100  -9.0000  -9.0000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
         5023.6            -9.0            -9.0    -9.000   199.000 u   15.950   0.0300  -9.0000  -9.0000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
         6459.6            -9.0            -9.0    -9.000   199.000 u   16.290   0.0300  -9.0000  -9.0000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
        18451.6            -9.0            -9.0    -9.000   299.000 u   17.770   0.0600  -9.0000  -9.0000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
        18724.1            -9.0            -9.0    -9.000   234.000 u   17.860   0.0700  -9.0000  -9.0000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
        28592.1            -9.0            -9.0    -9.000   216.000 u   18.380  -9.0000   0.1000   0.0900  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
        45939.1            -9.0            -9.0    -9.000   216.000 u   19.220  -9.0000   0.1800   0.1600  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
        75884.6            -9.0            -9.0    -9.000   101.000 u   19.100  -9.0000   0.2600   0.2100  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
        82438.1            -9.0            -9.0    -9.000    96.000 u   19.890  -9.0000   0.6900   0.4200  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
       382293.0            -9.0            -9.0    -9.000 ********* u   22.290  -9.0000   0.6400   0.4000  -9.0000 UVOT racusin08 0 NNN  0.000  0.000 0 nnn
