z=   2.4300001e+00 0.
TotalEnergy(erg)    7.5855414092138479e+05    5.5403904326957585e+06
TotalEnergy(erg)                      -NaN                      -NaN
Energy1(erg)    5.6121680942254723e+05    9.2710328828157280e+06
Energy2(erg)    7.8557768257518497e+05   -8.9516496717784815e+06
Energy3(erg)    1.1112021275145602e+06    5.2699773188690981e+06
T_min_T_max    7.0081631289080576e+02    1.1879591605525278e+04
Interval1    7.0081631289080576e+02    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    1.9288618472060985e+04
Interval3    1.9288618472060985e+04    1.1879591605525278e+04
