time(s)	erg/cm2/s	err
0.0884	1.93E-13	2.19E-13
8.8474	2.74E-12	7.62E-13
14.14203186	2.66E-13	8.48E-14
18.9503	5.53E-12	1.42E-12
24.33387407	2.71E-12	1.55E-12
32.83926008	1.28E-12	4.77E-13
34.2841	6.54E-12	1.80E-12
35.7685009	6.86E-13	4.45E-13
38.69522087	1.13E-12	4.76E-13
40.43713602	2.56E-12	1.58E-13
41.61941997	2.37E-12	5.58E-13
44.08482231	4.15E-12	7.93E-13
44.08482231	3.71E-12	1.34E-13
44.08482231	3.29E-12	2.90E-13
44.08482231	3.93E-12	4.12E-13
44.54361907	3.54E-12	6.29E-13
46.9056661	5.13E-12	9.53E-14
47.46781817	4.24E-12	6.61E-13
50.3424	6.61E-12	1.78E-12
50.39201727	6.61E-12	7.97E-13
55.37828091	5.23E-12	4.16E-13
55.37828091	5.84E-12	7.06E-13
55.37828091	5.56E-12	1.52E-13
55.37828091	4.46E-12	2.79E-13
56.82021357	5.70E-12	4.36E-13
64.50631966	6.13E-12	1.45E-12
65.50205987	7.28E-12	9.09E-13
66.66921865	6.83E-12	7.14E-13
66.66921865	6.27E-12	1.71E-13
66.66921865	6.22E-12	2.80E-13
66.66921865	5.53E-12	3.93E-13
70.7801	4.65E-12	1.28E-12
71.91765186	5.19E-12	1.95E-13
72.22519694	6.77E-12	1.26E-13
73.87888195	7.01E-12	6.49E-14
76.30647138	6.04E-12	8.94E-13
77.38035829	4.87E-12	9.05E-14
77.87192624	6.23E-12	4.43E-13
77.87192624	6.33E-12	1.73E-13
77.87192624	5.88E-12	3.16E-13
77.87192624	5.73E-12	5.52E-13
80.38270409	6.59E-12	8.76E-13
86.50587617	5.96E-12	3.97E-13
87.03273618	5.46E-12	3.41E-13
88.1066231	5.12E-12	1.51E-12
89.16286398	6.47E-12	4.04E-13
89.16286398	5.95E-12	7.19E-13
89.16286398	5.46E-12	1.49E-13
89.16286398	5.31E-12	2.86E-13
92.09462566	5.91E-12	2.78E-13
95.17007644	4.86E-12	8.04E-13
95.5973	4.14E-12	1.14E-12
100.3958219	5.09E-12	6.56E-13
100.3958219	4.76E-12	2.97E-13
100.3958219	4.76E-12	1.72E-13
100.3958219	4.31E-12	4.16E-13
100.4890938	5.27E-12	4.87E-14
102.9166832	4.32E-12	2.17E-13
109.9070316	5.48E-12	8.28E-13
110.66329	5.26E-12	5.60E-13
