time(s)	erg/cm2/s	err
111.2783801	4.50E-12	1.43E-12
112.0371594	4.87E-12	4.70E-13
115.7932427	5.18E-12	9.63E-14
122.2088347	4.48E-12	2.01E-13
124.1549396	4.81E-12	8.94E-14
124.6086946	4.08E-12	7.59E-13
124.7942	3.61E-12	9.95E-13
126.9077201	4.92E-12	2.32E-13
127.764813	4.08E-12	3.25E-13
127.764813	4.86E-12	5.48E-13
127.764813	4.85E-12	1.32E-13
127.764813	4.26E-12	2.29E-13
137.1877925	4.74E-12	3.37E-13
139.2851491	4.98E-12	8.07E-13
150.7298594	4.42E-12	8.22E-14
153.9464784	4.09E-12	7.62E-13
157.2235981	4.76E-12	1.51E-12
157.3852	4.73E-12	1.26E-12
161.985505	4.61E-12	3.98E-13
162.1922157	4.22E-12	3.36E-13
167.3851899	4.35E-12	2.72E-13
167.3851899	5.18E-12	4.12E-13
167.3851899	4.59E-12	8.37E-14
167.3851899	4.26E-12	1.54E-13
168.5952034	3.96E-12	7.68E-13
172.6260606	4.72E-12	8.77E-14
172.6613526	4.45E-12	5.21E-13
173.0873782	4.77E-12	1.34E-13
180.0222676	5.37E-12	1.51E-12
186.4933186	4.62E-12	4.93E-13
187.1689094	4.28E-12	4.13E-13
189.8511058	4.55E-12	8.45E-14
200.2521795	4.72E-12	1.32E-13
200.9787	4.02E-12	1.08E-12
201.0235631	5.29E-12	1.14E-12
201.2983369	7.37E-12	1.43E-12
205.1073583	3.91E-12	5.79E-13
207.3635292	4.42E-12	8.22E-14
212.201062	4.57E-12	5.53E-13
220.2779016	5.78E-12	9.73E-13
224.5835327	4.26E-12	7.92E-14
227.4094182	4.64E-12	1.30E-13
237.0441501	4.57E-12	9.24E-13
237.2054852	4.18E-12	7.04E-13
241.8035362	4.51E-12	8.38E-14
245.9427905	6.25E-12	1.35E-12
245.9553948	5.28E-12	1.13E-12
246.7166949	3.83E-12	2.39E-13
246.7166949	4.59E-12	8.37E-14
246.7166949	4.51E-12	2.82E-13
246.7166949	3.96E-12	1.43E-13
248.9971	5.23E-12	1.31E-12
250.9013246	3.64E-12	6.40E-13
258.0656124	4.96E-12	2.34E-13
259.0235397	4.81E-12	8.94E-14
261.7132987	4.75E-12	2.70E-13
262.2099084	4.40E-12	2.37E-13
265.2954426	4.40E-12	1.82E-13
265.9533874	4.32E-12	1.92E-13
276.2410223	4.85E-12	9.02E-14
284.590115	4.95E-12	3.09E-13
284.590115	4.89E-12	8.93E-14
284.590115	4.63E-12	1.67E-13
284.590115	4.69E-12	2.52E-13
285.2127677	5.05E-12	2.38E-13
286.2715294	4.47E-12	2.01E-13
287.2143316	4.83E-12	5.05E-13
293.458505	4.81E-12	4.45E-14
306.0073525	4.54E-12	7.24E-13
309.7861236	5.41E-12	5.77E-13
311.5507265	4.63E-12	8.61E-14
312.649822	5.01E-12	2.36E-13
312.7904	4.31E-12	1.12E-12
320.464492	4.96E-12	2.34E-13
320.610702	4.34E-12	7.37E-13
321.0316858	4.54E-12	2.05E-13
326.0204703	5.14E-12	2.76E-13
326.0204703	4.89E-12	8.93E-14
326.0204703	4.76E-12	1.72E-13
326.0204703	4.68E-12	3.72E-13
329.060629	4.67E-12	8.69E-14
346.2781117	4.99E-12	9.27E-14
347.5385423	5.13E-12	1.44E-13
361.8519928	5.11E-12	2.91E-13
363.5409698	4.74E-12	2.55E-13
364.3703332	5.13E-12	9.53E-14
368.7616736	5.19E-12	9.65E-13
377.7787944	5.33E-12	2.87E-13
377.7787944	4.89E-12	8.93E-14
377.7787944	4.71E-12	1.71E-13
377.7787944	4.51E-12	3.20E-13
379.0165373	4.55E-12	8.17E-13
381.585295	5.08E-12	9.44E-14
381.9627	6.18E-12	1.60E-12
383.4482115	5.18E-12	1.45E-13
397.2902608	5.19E-12	3.46E-13
397.3280738	4.76E-12	2.97E-13
399.9699364	5.22E-12	9.71E-14
408.9391609	4.82E-12	2.59E-13
408.9391609	4.99E-12	3.12E-13
408.9391609	4.98E-12	9.09E-14
408.9391609	4.71E-12	1.71E-13
417.1848982	5.08E-12	9.44E-14
419.3553597	5.18E-12	9.63E-14
420.1343059	4.87E-12	9.00E-13
422.1157029	5.02E-12	1.88E-13
422.3324969	4.65E-12	1.68E-13
427.3969073	6.63E-12	1.29E-12
427.4296785	4.36E-12	9.26E-13
432.9705316	4.89E-12	8.14E-13
432.980615	3.85E-12	7.29E-13
434.39986	4.99E-12	9.27E-14
439.0987454	4.82E-12	8.12E-13
440.1877575	4.63E-12	8.45E-14
440.1877575	4.26E-12	1.54E-13
440.1877575	4.23E-12	2.64E-13
440.1877575	4.52E-12	2.43E-13
445.811799	4.33E-12	1.24E-12
446.0714477	5.09E-12	1.79E-12
447.3948999	5.01E-12	2.26E-13
449.4191515	5.47E-12	2.59E-13
449.6157787	4.86E-12	2.19E-13
452.7845014	5.13E-12	9.53E-14
458.6656708	4.54E-12	2.04E-13
458.7614635	5.10E-12	2.40E-13
469.9994631	4.85E-12	4.49E-14
471.7691078	4.24E-12	4.76E-13
472.2884052	4.96E-12	3.79E-13
472.4573029	4.54E-12	3.23E-13
481.2198168	5.13E-12	3.53E-13
481.2198168	4.73E-12	2.19E-13
481.2198168	4.66E-12	2.59E-13
483.8566377	4.38E-12	1.97E-13
487.5068448	4.89E-12	9.10E-14
494.6610492	4.92E-12	2.32E-13
497.154181	4.71E-12	2.22E-13
497.1768688	4.37E-12	3.85E-13
497.4617261	4.36E-12	1.96E-13
502.4505106	5.09E-12	3.61E-13
502.4505106	4.67E-12	8.53E-14
502.4505106	4.26E-12	1.54E-13
502.4505106	4.23E-12	2.28E-13
502.5261364	4.87E-12	3.34E-13
502.5261364	4.69E-12	2.43E-13
502.5261364	4.45E-12	2.03E-13
504.7218066	4.72E-12	8.77E-14
510.4290366	4.43E-12	1.99E-13
521.9367684	4.85E-12	9.02E-14
522.4661493	4.83E-12	3.43E-13
523.8324561	4.91E-12	3.60E-13
523.8324561	4.59E-12	2.36E-13
523.8324561	4.57E-12	2.61E-13
525.8919998	5.08E-12	2.35E-13
526.050814	4.51E-12	2.03E-13
530.5606349	5.01E-12	2.36E-13
533.4621462	4.36E-12	1.22E-13
533.6865029	4.54E-12	2.04E-13
540.0289899	4.85E-12	9.02E-14
543.7069265	4.91E-12	2.64E-13
543.7069265	4.76E-12	8.68E-14
543.7069265	4.34E-12	1.57E-13
543.7069265	4.00E-12	2.50E-13
544.8463558	4.59E-12	3.36E-13
544.8463558	4.55E-12	2.46E-13
544.8463558	4.33E-12	2.12E-13
555.8322694	4.87E-12	1.83E-13
556.2230029	4.46E-12	1.61E-13
557.2439517	4.67E-12	8.69E-14
558.0027309	4.38E-12	1.97E-13
566.1526755	4.57E-12	2.18E-13
566.1526755	4.44E-12	2.46E-13
566.1526755	4.23E-12	3.23E-13
574.4589135	4.81E-12	4.45E-14
574.6328529	4.67E-12	8.53E-14
574.6328529	4.42E-12	1.60E-13
574.6328529	4.31E-12	2.69E-13
574.6328529	4.69E-12	2.52E-13
577.0453172	4.90E-12	9.11E-14
587.1665752	4.37E-12	2.13E-13
587.1665752	4.09E-12	3.23E-13
587.1665752	3.97E-12	2.35E-13
592.841034	4.76E-12	8.86E-14
593.9174418	4.22E-12	1.90E-13
597.6810877	4.58E-12	2.16E-13
598.7927875	4.24E-12	1.91E-13
608.1779541	4.31E-12	3.38E-13
608.1779541	4.21E-12	2.15E-13
608.1779541	3.75E-12	2.34E-13
610.3484157	4.51E-12	8.38E-14
615.468285	4.12E-12	1.85E-13
622.7762619	4.08E-12	2.55E-13
622.7762619	4.30E-12	1.56E-13
622.7762619	4.14E-12	7.56E-14
622.7762619	3.65E-12	2.90E-13
625.9928809	4.67E-12	2.18E-13
626.1290074	4.15E-12	1.87E-13
626.1290074	4.05E-12	2.18E-13
626.1290074	4.04E-12	2.52E-13
626.1290074	3.87E-12	2.08E-13
626.1290074	3.68E-12	1.98E-13
626.1290074	3.62E-12	2.26E-13
626.1290074	3.62E-12	2.26E-13
627.2558324	4.64E-12	8.62E-14
627.5633775	4.38E-12	8.15E-14
629.4817529	4.06E-12	2.44E-13
629.4817529	3.89E-12	3.27E-13
629.4817529	3.85E-12	2.05E-13
641.3323219	4.13E-12	2.58E-13
643.510346	4.07E-12	1.83E-13
644.7783393	4.38E-12	1.23E-13
650.4956527	4.17E-12	3.38E-13
650.4956527	3.95E-12	2.16E-13
650.4956527	3.77E-12	2.38E-13
661.993301	4.30E-12	8.00E-14
666.8610842	3.92E-12	1.77E-13
671.7969306	4.36E-12	3.34E-13
671.7969306	4.00E-12	2.64E-13
671.7969306	3.92E-12	2.03E-13
676.1101243	4.55E-12	2.84E-13
676.1101243	4.03E-12	7.36E-14
676.1101243	3.81E-12	1.38E-13
676.1101243	4.31E-12	1.94E-13
677.1739278	4.35E-12	8.08E-14
679.2082628	4.22E-12	7.85E-14
683.8416059	3.85E-12	4.35E-13
687.3758534	4.15E-12	7.71E-14
691.0613526	3.87E-12	1.74E-13
693.1007294	4.15E-12	2.21E-13
693.1007294	3.80E-12	3.41E-13
693.1007294	3.53E-12	2.47E-13
694.3788061	4.15E-12	7.71E-14
701.6741787	3.96E-12	7.37E-14
708.6771314	4.11E-12	7.64E-14
715.680084	4.07E-12	7.57E-14
722.6805158	4.00E-12	1.12E-13
726.2878684	4.16E-12	2.77E-13
726.43912	3.81E-12	2.38E-13
727.3794013	4.35E-12	8.08E-14
729.0129194	3.78E-12	1.70E-13
729.6834685	3.96E-12	7.37E-14
730.1725156	4.22E-12	2.02E-13
730.293517	3.75E-12	1.69E-13
736.6864212	4.11E-12	7.64E-14
742.3129836	4.01E-12	1.80E-13
742.3129836	4.47E-12	2.79E-13
742.3129836	3.81E-12	6.96E-14
742.3129836	3.64E-12	1.32E-13
743.6893739	4.00E-12	1.12E-13
748.7663885	3.74E-12	1.68E-13
750.6923265	3.92E-12	3.63E-14
757.9876991	3.96E-12	7.37E-14
764.9881309	3.96E-12	1.11E-13
768.2980218	3.84E-12	1.81E-13
768.9786544	3.56E-12	1.60E-13
771.9910836	3.89E-12	1.09E-13
775.9362315	3.65E-12	1.64E-13
780.1611951	3.85E-12	1.08E-13
780.4989905	4.09E-12	1.93E-13
787.1641478	3.85E-12	1.08E-13
794.1671004	3.89E-12	1.09E-13
796.9576939	3.56E-12	1.60E-13
801.1700531	3.85E-12	7.16E-14
802.8338216	3.89E-12	1.78E-13
802.9371769	3.45E-12	1.55E-13
808.4629048	3.68E-12	6.84E-14
811.5181887	3.47E-12	2.16E-13
815.4658575	3.89E-12	7.23E-14
822.4688102	3.65E-12	1.02E-13
825.8770146	3.52E-12	1.58E-13
831.2842621	3.90E-12	1.84E-13
841.5113964	3.52E-12	1.59E-13
841.5113964	3.97E-12	2.48E-13
841.5113964	3.71E-12	1.01E-13
841.5113964	3.68E-12	6.71E-14
854.0299936	3.39E-12	3.54E-13
855.8475346	3.39E-12	1.53E-13
866.236004	3.82E-12	4.00E-13
867.1107428	3.42E-12	9.57E-14
879.0344168	3.31E-12	1.49E-13
881.4821731	3.73E-12	1.76E-13
884.3257046	3.45E-12	6.42E-14
896.4283597	3.63E-12	2.06E-13
896.5392776	3.32E-12	1.79E-13
901.5381455	3.45E-12	6.42E-14
910.9308747	3.27E-12	1.47E-13
918.7531073	3.39E-12	6.30E-14
927.3114314	3.19E-12	1.44E-13
929.6936453	3.61E-12	3.32E-14
931.6775632	3.63E-12	1.71E-13
935.9680691	3.23E-12	6.01E-14
939.0334364	3.38E-12	1.59E-13
939.0788119	3.13E-12	1.41E-13
951.3049892	3.17E-12	1.15E-13
951.3049892	3.14E-12	5.74E-14
951.3049892	2.90E-12	2.06E-13
951.3049892	3.55E-12	1.60E-13
953.1830309	3.42E-12	6.35E-14
960.959888	3.15E-12	1.42E-13
967.7964638	2.82E-12	1.44E-13
970.3979926	3.20E-12	8.98E-14
981.5906168	3.05E-12	1.37E-13
987.6129544	3.29E-12	9.23E-14
1000.333221	3.45E-12	3.19E-14
1004.744728	3.04E-12	1.37E-13
1004.825395	3.29E-12	1.24E-13
1009.365467	3.30E-12	1.78E-13
1009.365467	3.23E-12	5.90E-14
1009.365467	3.14E-12	1.14E-13
1009.365467	3.01E-12	2.14E-13
1015.044967	3.55E-12	3.28E-14
1022.332777	3.09E-12	5.74E-14
1022.811741	3.04E-12	1.37E-13
1024.130151	3.03E-12	3.17E-13
1034.886666	3.46E-12	1.63E-13
1039.547739	3.00E-12	8.42E-14
1050.523569	3.00E-12	1.35E-13
1050.828593	3.34E-12	3.39E-14
1056.762701	3.12E-12	8.73E-14
1069.414903	2.96E-12	1.33E-13
1073.975142	3.29E-12	9.23E-14
1075.999393	3.42E-12	6.36E-14
1086.14586	3.35E-12	3.09E-14
1087.96088	3.34E-12	1.57E-13
1091.190103	2.98E-12	8.34E-14
1098.387162	2.93E-12	1.32E-13
1108.405065	2.87E-12	8.04E-14
1116.84743	3.36E-12	6.25E-14
1125.620027	3.06E-12	8.57E-14
1135.700951	3.30E-12	1.19E-13
1135.700951	3.03E-12	5.53E-14
1135.700951	2.87E-12	1.79E-13
1135.700951	2.87E-12	7.81E-14
1142.834989	2.82E-12	5.24E-14
1143.981981	3.42E-12	6.36E-14
1154.151135	3.09E-12	2.85E-14
1160.04743	2.90E-12	8.11E-14
1170.826632	3.39E-12	6.31E-14
1177.262391	2.84E-12	7.97E-14
1189.465881	3.09E-12	2.85E-14
1194.769773	2.95E-12	8.26E-14
1200.87782	3.19E-12	1.50E-13
1211.982214	2.87E-12	8.04E-14
1228.889631	3.13E-12	1.48E-13
1229.197176	2.77E-12	7.74E-14
1230.442481	2.82E-12	1.31E-13
1237.329474	3.08E-12	3.12E-14
1246.412137	2.74E-12	7.68E-14
1256.024182	3.13E-12	1.48E-13
1264.794258	2.87E-12	8.04E-14
1272.641699	3.02E-12	3.07E-14
1282.00922	2.74E-12	7.68E-14
1287.040859	2.95E-12	1.84E-13
1287.040859	2.74E-12	9.90E-14
1287.040859	2.66E-12	4.86E-14
1287.040859	2.62E-12	1.18E-13
1290.708712	3.21E-12	5.97E-14
1299.221661	2.64E-12	4.91E-14
1316.729042	2.69E-12	5.00E-14
1325.756247	2.80E-12	2.84E-14
1326.013375	3.15E-12	8.83E-14
1333.944004	2.55E-12	7.13E-14
1351.156445	2.52E-12	7.06E-14
1362.192776	3.04E-12	8.51E-14
1368.371407	2.69E-12	7.54E-14
1375.37436	2.55E-12	7.13E-14
1375.951637	2.89E-12	3.19E-14
1382.377312	2.57E-12	7.20E-14
1389.380265	2.45E-12	6.87E-14
1397.242831	3.13E-12	1.48E-13
1397.840275	2.62E-12	4.86E-14
1404.843228	2.59E-12	7.27E-14
1411.846181	2.48E-12	6.94E-14
1418.846613	2.64E-12	7.40E-14
1425.849565	2.50E-12	7.00E-14
1432.852518	2.45E-12	6.87E-14
1438.350516	2.55E-12	1.15E-13
1438.350516	2.50E-12	4.56E-14
1438.350516	2.43E-12	1.73E-13
1438.350516	2.32E-12	8.39E-14
1439.855471	2.52E-12	7.06E-14
1446.858423	2.52E-12	7.06E-14
1454.151275	2.36E-12	6.62E-14
1461.154228	2.43E-12	6.81E-14
1467.9379	3.20E-12	8.00E-13
1468.15718	2.52E-12	7.06E-14
1470.511665	2.53E-12	1.87E-13
1475.160133	2.34E-12	6.57E-14
1482.160565	2.41E-12	6.75E-14
1490.330676	2.43E-12	6.81E-14
1497.031126	2.40E-12	1.30E-13
1497.626049	2.30E-12	6.44E-14
1504.629002	2.39E-12	6.68E-14
1507.956538	2.09E-12	1.84E-13
1511.629433	2.32E-12	6.50E-14
1529.797281	3.49E-12	2.56E-13
1530.334224	2.42E-12	1.92E-13
1574.255191	2.22E-12	1.19E-13
1574.255191	2.37E-12	1.68E-13
1574.255191	2.30E-12	6.26E-14
1574.255191	2.24E-12	1.01E-13
1589.357671	2.42E-12	1.18E-13
1590.156784	2.32E-12	1.06E-13
1640.009337	2.14E-12	5.98E-14
1657.221777	2.24E-12	6.27E-14
1674.436739	2.14E-12	8.02E-14
1691.651701	2.14E-12	8.02E-14
1698.720196	2.25E-12	2.08E-13
1709.156562	2.24E-12	6.27E-14
1710.089281	2.11E-12	2.46E-13
1726.371524	2.20E-12	6.15E-14
1743.586485	2.20E-12	6.15E-14
1760.801447	2.04E-12	5.72E-14
1764.340736	1.88E-12	1.01E-13
1764.340736	2.10E-12	7.58E-14
1764.340736	2.02E-12	3.69E-14
1764.340736	1.99E-12	1.41E-13
1777.197129	1.91E-12	8.61E-14
1778.013888	2.04E-12	7.65E-14
1795.22885	2.04E-12	5.72E-14
1809.154088	1.89E-12	8.51E-14
1812.443812	1.98E-12	7.45E-14
1825.348101	1.84E-12	8.30E-14
1826.9714	2.33E-12	5.84E-13
1829.656253	1.95E-12	5.46E-14
1846.871214	1.84E-12	8.69E-14
1858.169715	1.82E-12	8.20E-14
1859.162934	1.86E-12	6.98E-14
1864.378596	1.79E-12	1.64E-13
1874.802357	1.82E-12	8.20E-14
1881.591037	1.97E-12	9.27E-14
1889.256976	1.86E-12	1.65E-13
1898.805999	1.86E-12	8.77E-14
1908.518877	1.92E-12	1.69E-13
1916.02096	1.76E-12	6.60E-14
1925.597713	1.78E-12	8.01E-14
1933.235922	1.83E-12	5.11E-14
1942.832841	1.76E-12	7.91E-14
1948.719052	2.27E-12	2.40E-13
1949.369435	1.91E-12	1.78E-13
1951.615522	1.83E-12	6.85E-14
1968.338916	1.91E-12	1.68E-13
1969.122904	1.88E-12	7.05E-14
1977.769458	1.74E-12	7.81E-14
1986.337865	1.81E-12	6.79E-14
1995.470946	1.69E-12	7.63E-14
2003.550306	1.78E-12	8.37E-14
2008.556737	1.72E-12	1.22E-13
2008.894532	1.67E-12	1.03E-13
2013.333769	1.69E-12	7.63E-14
2020.765268	1.81E-12	6.79E-14
2028.007703	1.72E-12	1.07E-13
2037.98023	1.88E-12	7.05E-14
2055.192671	1.71E-12	9.73E-14
2067.880166	1.65E-12	7.44E-14
2072.407633	1.90E-12	7.11E-14
2086.39085	1.63E-12	7.35E-14
2087.1789	1.92E-12	6.14E-13
2089.622594	1.79E-12	6.73E-14
2104.460384	1.62E-12	2.83E-13
2105.065391	1.63E-12	7.35E-14
2108.294614	1.76E-12	1.17E-13
2119.598156	1.70E-12	5.82E-13
2119.880493	1.72E-12	3.76E-13
2125.509576	1.79E-12	8.45E-14
2138.993663	1.60E-12	3.85E-13
2142.724538	1.83E-12	1.04E-13
2142.918644	1.59E-12	7.18E-14
2149.72749	1.93E-12	1.10E-13
2156.727922	1.68E-12	6.31E-14
2162.099877	1.58E-12	7.09E-14
2163.730875	1.59E-12	9.04E-14
2170.733827	1.81E-12	8.53E-14
2177.73678	1.71E-12	8.07E-14
2184.739733	1.65E-12	1.26E-13
2192.032584	1.74E-12	9.91E-14
2199.035537	1.65E-12	7.78E-14
2206.03849	1.64E-12	1.09E-13
2213.038922	1.73E-12	1.15E-13
2220.041874	1.61E-12	7.57E-14
2227.044827	1.70E-12	1.30E-13
2234.04778	1.64E-12	9.30E-14
2241.050732	1.65E-12	9.38E-14
2248.343584	1.71E-12	1.14E-13
2256.513696	1.53E-12	8.71E-14
2263.516648	1.59E-12	9.04E-14
2270.51708	1.61E-12	1.23E-13
2277.520033	1.65E-12	1.10E-13
2284.522985	1.70E-12	1.47E-13
2306.890588	1.36E-12	2.29E-13
2332.956293	1.51E-12	8.55E-14
2350.171255	1.42E-12	8.09E-14
2367.676116	1.68E-12	7.92E-14
2384.891078	1.42E-12	6.71E-14
2402.10604	1.46E-12	8.32E-14
2419.31848	1.48E-12	9.84E-14
2436.533442	1.55E-12	7.29E-14
2453.748404	1.37E-12	6.47E-14
2470.963366	1.65E-12	7.78E-14
2488.175807	1.34E-12	8.89E-14
2505.390769	1.49E-12	8.48E-14
2522.60573	1.31E-12	8.73E-14
2525.47447	1.22E-12	1.41E-13
2540.110591	1.45E-12	6.84E-14
2557.325553	1.37E-12	6.47E-14
2574.540515	1.41E-12	9.40E-14
2591.752956	1.31E-12	1.13E-13
2610.135076	1.31E-12	1.00E-13
2627.350038	1.41E-12	6.65E-14
2644.565	1.51E-12	8.55E-14
2661.777441	1.41E-12	8.02E-14
2674.462415	1.43E-12	2.24E-14
2679.284822	1.42E-12	1.09E-13
2696.497263	1.12E-12	1.43E-13
2709.769598	1.41E-12	2.21E-14
2713.712225	1.26E-12	8.42E-14
2732.094346	1.00E-12	1.17E-13
2749.599206	1.37E-12	9.14E-14
2766.814168	1.26E-12	1.22E-13
2777.754706	1.35E-12	1.98E-14
2784.02913	1.32E-12	6.24E-14
2801.241571	1.15E-12	7.68E-14
2818.748953	1.18E-12	6.73E-14
2835.817704	1.34E-12	2.11E-14
2837.131073	1.13E-12	7.54E-14
2844.131505	1.26E-12	7.18E-14
2851.134458	1.06E-12	9.17E-14
2858.13741	1.23E-12	6.99E-14
2865.430262	1.13E-12	5.33E-14
2872.433215	1.11E-12	7.40E-14
2879.436167	1.12E-12	5.28E-14
2886.43912	1.04E-12	3.91E-14
2893.442073	1.10E-12	5.19E-14
2893.883223	1.26E-12	1.96E-14
2900.442505	1.23E-12	5.80E-14
2907.445457	1.06E-12	6.03E-14
2914.74083	1.02E-12	6.81E-14
2921.741262	1.09E-12	6.20E-14
2928.744214	1.03E-12	6.87E-14
2935.747167	1.09E-12	6.20E-14
2942.75012	1.26E-12	5.96E-14
2944.36095	1.29E-12	2.02E-14
2950.920231	1.18E-12	5.58E-14
2952.397456	1.34E-12	1.40E-13
2957.920663	1.17E-12	5.54E-14
2965.216035	1.22E-12	6.92E-14
2972.218988	1.04E-12	6.94E-14
2979.21942	1.01E-12	6.75E-14
3639.959853	1.00E-12	1.85E-14
3675.264515	9.38E-13	1.81E-14
3710.569178	9.45E-13	1.74E-14
3786.139558	9.33E-13	1.54E-14
3790.404855	8.17E-13	3.68E-14
3821.44422	9.23E-13	1.45E-14
3856.748883	9.33E-13	1.54E-14
3858.561382	7.97E-13	3.59E-14
3893.099702	7.97E-13	3.59E-14
3924.73147	9.00E-13	1.74E-14
3927.945568	7.87E-13	3.54E-14
3960.036132	9.13E-13	1.85E-14
4034.368769	7.41E-13	3.33E-14
4070.477587	7.41E-13	3.33E-14
4106.911595	7.23E-13	3.25E-14
4143.673315	7.14E-13	3.22E-14
4218.182412	7.14E-13	3.22E-14
4255.939873	7.06E-13	3.18E-14
4294.032608	7.06E-13	3.18E-14
4332.46818	7.06E-13	3.18E-14
4371.24911	6.80E-13	3.06E-14
5238.29179	6.44E-13	1.72E-14
5273.596452	6.10E-13	1.63E-14
5308.901115	6.40E-13	1.65E-14
5344.205777	6.31E-13	1.69E-14
5381.842236	6.06E-13	1.68E-14
5477.836634	5.77E-13	1.54E-14
5513.138776	5.71E-13	1.53E-14
5548.443438	5.46E-13	1.50E-14
5583.748101	5.67E-13	1.62E-14
5619.052763	5.48E-13	1.46E-14
5684.408613	5.42E-13	1.65E-14
5722.340013	5.56E-13	1.74E-14
5757.642154	5.72E-13	1.74E-14
5792.946817	5.74E-13	1.75E-14
5828.251479	5.31E-13	1.71E-14
5891.273012	5.34E-13	1.53E-14
5917.5118	5.85E-13	1.76E-13
5926.577674	5.21E-13	1.49E-14
5961.882336	5.24E-13	1.50E-14
5997.186999	5.06E-13	1.58E-14
6579.274039	5.15E-13	6.32E-14
6585.006477	4.10E-13	5.13E-14
6685.177942	4.55E-13	1.63E-14
6720.482605	4.52E-13	1.66E-14
6755.787267	4.64E-13	1.70E-14
6791.09193	4.65E-13	1.58E-14
6839.7961	5.90E-13	1.52E-13
6845.865204	6.61E-13	7.62E-14
6851.441349	5.20E-13	6.46E-14
6851.779145	4.58E-13	1.60E-14
6877.807037	4.72E-13	7.95E-14
6877.807037	3.74E-13	6.30E-14
6877.807037	3.64E-13	8.79E-14
6886.791387	4.23E-13	1.63E-14
6922.096049	4.42E-13	1.63E-14
6957.398191	4.28E-13	1.62E-14
6995.329591	4.33E-13	1.44E-14
7050.765852	4.26E-13	1.65E-14
7086.070514	4.39E-13	1.70E-14
7089.261924	4.59E-13	4.85E-14
7093.476805	3.71E-13	4.88E-14
7121.372656	4.31E-13	1.90E-14
7156.677318	4.17E-13	1.80E-14
7191.981981	3.96E-13	1.82E-14
7247.418241	3.96E-13	1.68E-14
7282.720383	3.78E-13	1.78E-14
7318.025045	3.71E-13	1.91E-14
7353.329708	3.73E-13	1.79E-14
7390.968688	3.77E-13	2.01E-14
7449.029165	4.01E-13	2.66E-14
7484.333827	4.19E-13	3.05E-14
7519.63849	4.05E-13	3.51E-14
7554.940631	3.70E-13	4.16E-14
7590.245294	4.38E-13	5.41E-14
8191.049729	3.27E-13	5.50E-14
8191.049729	2.59E-13	4.36E-14
8483.3779	3.81E-13	1.05E-13
8538.101745	3.06E-13	4.86E-14
8776.865122	3.86E-13	1.13E-13
8780.916146	2.64E-13	9.39E-14
9503.705059	2.48E-13	4.17E-14
9503.705059	2.15E-13	1.90E-14
10467.42025	2.61E-13	7.49E-14
10816.07049	2.15E-13	3.62E-14
11037.3913	4.36E-13	1.22E-13
11907.56814	2.15E-13	3.62E-14
11907.56814	2.06E-13	3.47E-14
11909.01259	2.64E-13	9.53E-14
11912.96278	2.36E-13	8.14E-14
13545.8534	4.07E-13	1.11E-13
13840.28224	7.45E-13	1.12E-13
13843.5997	5.03E-13	9.41E-14
