z=   2.4300001e+00 0.
TotalEnergy(erg)    6.1501693423441041e+05    7.4153582500452045e+04
TotalEnergy(erg)    8.7930069802687655e+05    1.3134101114848600e+05
Energy1(erg)    4.5193426037850808e+06    2.9848160678326478e+05
Energy2(erg)    4.1004279048532471e+06   -2.8560764341781411e+05
Energy3(erg)    6.0730586918048386e+05    7.3344899823443324e+04
T_min_T_max    1.2069970610566335e+02    2.7492710835178877e+04
Interval1    1.2069970610566335e+02    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    1.6309980154652203e+03
Interval3    1.6309980154652203e+03    2.7492710835178877e+04
