time_sec	mag	mag_err	band	source
29488.0	22.34436241398007	0.056	J	manual
29488.0	21.62809410984069	0.056	H	manual
29488.0	19.41889626096189	0.056	K	manual
2539547.0	22.782973365224898	0.07	r	manual
2539547.0	22.27624454011023	0.05	i	manual
2539547.0	22.14902641587705	0.13	Z	manual
2539547.0	21.756199483767155	0.14	Y	manual
120347.0	21.64436241398007	0.17	J	manual
120347.0	21.66809410984069	0.24	H	manual


time_sec	mag	mag_err	band	source
44510.149999999994	24.288411365224896	999.0	r	nissim
44510.149999999994	24.11646554011023	0.288369	i	nissim
44503.7	22.701906415877044	999.0	Z	nissim
44503.7	22.498911483767152	999.0	Y	nissim
44503.7	22.115964413980066	999.0	J	nissim
44503.7	21.821089109840692	0.337091	H	nissim
