time(s)	erg/cm2/s	err
31.91117779	4.78901E-11	2.57471E-12
50.16774194	2.37819E-11	6.48122E-13
54.66436609	2.24412E-11	1.40118E-12
59.1663916	2.16295E-11	1.53642E-12
63.47936984	2.12347E-11	1.50838E-12
67.79504876	1.90128E-11	1.18712E-12
72.10802701	1.81571E-11	1.28976E-12
76.48312078	1.53832E-11	1.22374E-12
80.7663916	1.48268E-11	1.17947E-12
85.14148537	1.35222E-11	1.07569E-12
89.61380345	1.48268E-11	1.30459E-12
90.61575394	1.35596E-11	1.41881E-12
94.11312828	1.29136E-11	1.02728E-12
100.6946737	1.23324E-11	6.63022E-13
107.9945986	1.09912E-11	9.67109E-13
109.7635409	1.08404E-11	4.87899E-13
118.8	9.79594E-12	6.11639E-13
127.8688672	9.70613E-12	6.06031E-13
134.563841	9.05829E-12	7.97031E-13
136.8729182	9.01667E-12	4.84762E-13
146.003901	9.26928E-12	4.98343E-13
152.2262566	7.99183E-12	1.87331E-12
155.007952	8.22330E-12	5.84131E-13
160.8225056	8.41484E-12	8.10775E-13
164.0417104	8.14791E-12	5.78775E-13
169.8859715	7.45154E-12	1.02102E-12
173.0781695	7.16219E-12	5.08756E-13
182.2064516	7.56913E-12	6.66001E-13
182.7006752	7.37643E-12	7.71834E-13
187.0784696	7.32902E-12	7.66874E-13
191.1780945	7.03147E-12	4.99471E-13
196.2688672	7.80272E-12	1.00683E-12
200.211853	6.96700E-12	4.94891E-13
209.2699175	7.24179E-12	7.57747E-13
213.6477119	6.20935E-12	7.00688E-13
222.7111778	6.79589E-12	9.84950E-13
232.8330206	5.60947E-12	2.06660E-13
235.5285821	6.91586E-12	7.80413E-13
239.7470368	5.76828E-12	6.97832E-13
245.7614404	5.69962E-12	2.56525E-13
251.5947467	5.25922E-12	2.42196E-13
264.6661665	5.24621E-12	2.36119E-13
270.6691682	5.11590E-12	2.35596E-13
283.5708927	5.39319E-12	2.42734E-13
289.4308943	4.93085E-12	2.27074E-13
302.4756189	4.87356E-12	2.19346E-13
308.1926204	4.97647E-12	2.75010E-13
321.3803451	4.82888E-12	2.17335E-13
326.9543465	4.49699E-12	2.07094E-13
337.5843961	4.56926E-12	2.45656E-13
345.7160725	4.33433E-12	1.99603E-13
356.4891223	4.12901E-12	2.21987E-13
364.4777986	4.45576E-12	2.46234E-13
375.3938485	4.20577E-12	1.89291E-13
383.2395247	3.95295E-12	2.54856E-13
394.2985746	3.80055E-12	2.37298E-13
402.0012508	3.70614E-12	2.38944E-13
413.2033008	3.73118E-12	2.32967E-13
420.7629769	3.98953E-12	2.20470E-13
432.108027	3.97966E-12	2.48482E-13
458.286429	3.67216E-12	2.36753E-13
469.9174794	3.69697E-12	1.98760E-13
477.0481551	3.84522E-12	2.12495E-13
488.8222056	3.94317E-12	2.11996E-13
495.8098812	3.60514E-12	2.32432E-13
507.7269317	3.49821E-12	2.48491E-13
514.5716073	4.21620E-12	5.82490E-13
526.6316579	4.12901E-12	4.99517E-13
533.3333333	3.41131E-12	2.51355E-13
545.5363841	3.37168E-12	2.39502E-13
552.0950594	3.53933E-12	2.28189E-13
564.4411103	3.49821E-12	2.18421E-13
570.8567855	3.41131E-12	2.19936E-13
583.3458365	3.53058E-12	2.20442E-13
589.931207	3.44288E-12	2.53681E-13
602.2505626	3.46614E-12	2.46212E-13
608.6929331	3.11116E-12	2.29238E-13
621.1552888	3.07501E-12	2.44618E-13
627.4546592	2.99862E-12	2.20947E-13
640.060015	3.07501E-12	1.91997E-13
646.2163852	3.11116E-12	2.57893E-13
658.9647412	2.96378E-12	1.85053E-13
664.9781113	3.02637E-12	2.22991E-13
677.8694674	2.96378E-12	2.10528E-13
683.7398374	2.97113E-12	2.46286E-13
696.7741935	2.72801E-12	1.93780E-13
758.7867417	2.76008E-12	2.79634E-13
775.0937734	2.85658E-12	2.51348E-13
777.5484678	2.49414E-12	2.29719E-13
788.5971493	2.60523E-12	2.07247E-13
796.3101939	2.31698E-12	2.34742E-13
807.5018755	2.39798E-12	1.90761E-13
815.0719199	2.44862E-12	2.02974E-13
826.4066017	2.44256E-12	1.94307E-13
833.833646	2.76008E-12	2.03370E-13
845.3113278	2.48798E-12	1.76730E-13
852.5953721	2.29573E-12	2.74878E-13
864.216054	2.24826E-12	1.97822E-13
871.3570982	2.03667E-12	2.43860E-13
883.1207802	2.14707E-12	2.06871E-13
890.1188243	2.40393E-12	2.43551E-13
902.0255064	2.35421E-12	2.46334E-13
909.1932458	2.21270E-12	2.64936E-13
920.9302326	2.51100E-12	2.83351E-13
927.9549719	2.42617E-12	2.68150E-13
939.8349587	2.33263E-12	2.24750E-13
946.7166979	2.47128E-12	2.27613E-13
958.7396849	2.35421E-12	2.07145E-13
965.478424	2.47128E-12	2.27613E-13
969.131883	2.30699E-12	1.83522E-13
969.9656035	2.16958E-12	2.27864E-13
977.6444111	2.39798E-12	2.90102E-13
984.2401501	2.05552E-12	2.27184E-13
996.5491373	2.31125E-12	1.83861E-13
1003.001876	2.23317E-12	2.26251E-13
1015.453863	2.14707E-12	2.06871E-13
1021.763602	1.72553E-12	2.70176E-13
1026.256564	2.05044E-12	3.74247E-14
1032.395199	2.46063E-12	1.32290E-13
1033.22389	2.31372E-12	1.96274E-13
1034.35859	1.83589E-12	2.36896E-13
1040.525328	1.99950E-12	2.39409E-13
1053.263316	2.03164E-12	2.29258E-13
1059.287054	2.09373E-12	2.50692E-13
1072.168042	2.06941E-12	1.99389E-13
1078.04878	2.23317E-12	2.26251E-13
1088.372093	2.10788E-12	2.03095E-13
1096.810507	2.13266E-12	2.16068E-13
1107.276819	2.06941E-12	2.16533E-13
1115.572233	2.25383E-12	2.49103E-13
1126.181545	2.24826E-12	1.97822E-13
1132.692873	2.16295E-12	7.82359E-14
1134.333959	1.64787E-12	2.27661E-13
1135.225141	2.03441E-12	1.51916E-13
1145.086272	1.81906E-12	2.05270E-13
1153.095685	2.09373E-12	2.50692E-13
1163.990998	2.05044E-12	1.97561E-13
1171.857411	1.98117E-12	2.18967E-13
1182.895724	1.99456E-12	1.75499E-13
1190.619137	1.80685E-12	2.32984E-13
1201.80045	2.05044E-12	1.80416E-13
1209.693558	2.07454E-12	2.48394E-13
1220.705176	1.99456E-12	2.08701E-13
1228.455285	1.84044E-12	2.37315E-13
1239.609902	1.87002E-12	2.11020E-13
1247.217011	1.63276E-12	2.40612E-13
1258.514629	1.67435E-12	2.02559E-13
1265.978737	2.13266E-12	2.16068E-13
1277.419355	2.14707E-12	2.42284E-13
1284.740463	1.84044E-12	2.03413E-13
1296.324081	1.88732E-12	1.81844E-13
1303.502189	2.01800E-12	2.41624E-13
1315.228807	1.99456E-12	2.25074E-13
1322.263915	1.79028E-12	2.63826E-13
1334.133533	1.81906E-12	2.20065E-13
1341.025641	1.57370E-12	2.31909E-13
1353.03826	1.95815E-12	1.88669E-13
1359.787367	1.44851E-12	2.26802E-13
1371.942986	1.64379E-12	1.58380E-13
1378.549093	2.19241E-12	2.22121E-13
1390.847712	2.18699E-12	1.92431E-13
1397.310819	1.51678E-12	2.65431E-13
1409.752438	1.45830E-12	2.11356E-13
1416.072545	1.61779E-12	2.98008E-13
1420.19865	1.50053E-12	5.42758E-14
1421.357098	1.73627E-12	3.52679E-13
1428.657164	1.75326E-12	2.26234E-13
1434.834271	1.61779E-12	2.53306E-13
1447.56189	1.80238E-12	2.32572E-13
1453.595997	1.79028E-12	2.14359E-13
1463.765941	1.76948E-12	1.85150E-13
1472.357724	1.47544E-12	2.58197E-13
1482.670668	1.51302E-12	2.19288E-13
1491.11945	1.23857E-12	2.50969E-13
1501.575394	1.37989E-12	2.42671E-13
1510.193871	1.25003E-12	2.87831E-13
1528.955597	1.67850E-12	2.93732E-13
1547.717323	1.04935E-12	2.60952E-13
1566.479049	1.16124E-12	2.45994E-13
1585.240775	1.17198E-12	2.59065E-13
1604.002502	1.37063E-12	2.39856E-13
1622.764228	1.06886E-12	3.05182E-13
1641.525954	1.47544E-12	2.58197E-13
1660.28768	1.44851E-12	2.93508E-13
1679.049406	1.11924E-12	2.78331E-13
1697.811132	1.70971E-12	2.67699E-13
1716.572858	1.94501E-12	4.29941E-13
1735.334584	1.32106E-12	2.67683E-13
1754.09631	1.18283E-12	3.37722E-13
1772.858036	1.38332E-12	3.56743E-13
