time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
1524501.216	5.75603491305917e-17	1.060300814845066e-17	R	-16.283748565630326	6.1831277751112905	28.6	0.2	manual
2086965.216	4.590671127028582e-17	1.2799645633748788e-17	V	-16.393585774991603	6.319515210625037	29.3	0.3	manual
137349.216	4.614486921893162e-15	7.225169182753679e-16	R	-14.379748565630322	5.137826184776999	23.84	0.17	manual
9225.216	6.311366778408327e-13	2.3251934496609396e-13	R	-12.243748565630325	3.964976543558456	18.5	0.4	manual
6035.216	8.175671243311996e-13	3.463832886332934e-14	R	-12.131348565630324	3.780692818083639	18.219	0.046	manual
6399.216	7.107607213815045e-13	5.957176831929038e-14	R	-12.192148565630324	3.806126769651022	18.371	0.091	manual
6775.216	7.074950725038279e-13	5.3433417519901016e-14	R	-12.194148565630323	3.830923145467143	18.376	0.082	manual
163787.216	3.3961983464604057e-15	7.13427063272614e-16	r'	-14.51522525069859	5.214280000981631	24.398	0.228	manual
137781.216	6.793966787415563e-15	1.5643686646999724e-15	R	-14.211748565630325	5.139190013336433	23.42	0.25	manual
151608.216	5.215192741891389e-15	1.302286310152809e-15	Ks	-14.28883813776914	5.180722737356576	20.55	0.13	manual
161973.216	1.5069677701276687e-14	2.3469805364838143e-15	I	-13.852337408733195	5.209443205251891	21.94	0.16	manual
238008.216	1.4766254985942293e-15	5.982640345695808e-16	Ks	-14.83683813776914	5.376591949081202	21.92	0.37	manual
244917.216	3.134176280014319e-15	1.2990073646117703e-15	R	-14.547748565630323	5.389019314120263	24.26	0.45	manual
