Time	Flux	Flux_err	Band
662.0	3.390944951265399e-13	1.2710187650286957e-13	U
5272.0	2.345960737966601e-13	4.3029055544367686e-14	U
10733.0	1.933395660482312e-13	2.3389734097524033e-14	U
17423.0	1.3624505215130413e-13	2.600973917233927e-14	U
28072.0	1.133236983714488e-13	2.0785564024165116e-14	U
34762.0	7.696986759550227e-14	1.9117552961172598e-14	U
144.59903999999997	2.3155066275323696e-13	5.751188350281535e-14	R(Kann)
355.61375999999996	1.1288754499452443e-13	3.8303483654979404e-14	R(Kann)
669.46176		3.646246526292084e-13	1.3667127669260746e-13	R(Kann)
4347.84672		4.4941341128500694e-13	9.570447810063129e-14	R(Kann)
4756.950720000001	3.8783413301773544e-13	1.0164968567549579e-13	R(Kann)
4791.0096		2.7431277172458783e-13	6.6225254550216e-14	R(Kann)
5371.07328		2.522586274494446e-13	4.6268679251113446e-14	R(Kann)
5780.134080000001	2.809609925025542e-13	4.292313735023973e-14	R(Kann)
11176.824959999998	2.0789594972195222e-13	2.5150728758414828e-14	R(Kann)
11939.25312		2.158967120454291e-13	3.796800274280448e-14	R(Kann)
17721.443519999997	1.4650283483540243e-13	2.7967991952070602e-14	R(Kann)
28521.40032		1.2185575037992608e-13	2.2350492771005175e-14	R(Kann)
29282.947199999995	1.1021635097744188e-13	3.110368344107303e-14	R(Kann)
30222.39168		1.0295466466328402e-13	2.2667517140030297e-14	R(Kann)
35062.200000000004	8.276486831333845e-14	2.055689846863115e-14	R(Kann)
62424.			5.77359117393585e-14	5.080134412967332e-15	R(Kann)
121036.0752		5.473259359367307e-14	1.3971481129662648e-14	R(Kann)
183659.63328		3.602848732194148e-14	9.19692084182511e-15	R(Kann)
924480.			3.669830691074645e-15	3.2290532221358616e-16	R(Kann)
662	3.27431e-13	1.53804e-13	Si
5272	2.26527e-13	4.59007e-14	Si
10733	1.8669e-13	2.40727e-14	Si
17423	1.31559e-13	2.78692e-14	Si
28072	1.09426e-13	2.21727e-14	Si
34762	7.43224e-14	2.12206e-14	Si
