time_sec	flux	flux_err	band_init	band_norm	source
624	5.8705630720890506e-12	7.046655467471508e-13	v_swift	R	23419
549.5	3.222567000041384e-12	3.3244033390166976e-13	b_swift	R	23419
409	1.7624182800739861e-12	8.370061312222819e-14	u_swift	R	23419
673	3.30088646985965e-12	4.20535790523719e-13	uvw1_swift	R	23419
1078	6.278908446830085e-12	7.162896661230587e-13	uvm2_swift	R	23419
1028	2.602626239724721e-12	3.6601282216902973e-13	uvw2_swift	R	23419
55800	5.5004599615338275e-14	3.1488419878331184e-15	g'	R	23422
55800	8.804489312324921e-14	4.0571663337375814e-15	r'	R	23422
55800	1.4267346824796594e-13	1.0593405448705037e-14	i'	R	23422
55800	1.0461368778915882e-13	8.933817402035111e-15	z'	R	23422
55800	3.659571890495188e-14	6.843264916970668e-15	J	R	23422
55800	2.7417275472670734e-14	4.722038859806392e-15	H	R	23422
55800	2.1514505882047496e-14	3.803801926011501e-15	K	R	23422
60461.9	9.21943210994441e-14	8.492745743407207e-15	r'	R	23423
549.5	3.1637485235347106e-12	3.837649647175851e-13	b_swift	R	UVOT(trigger=871316)
722.45	4.701126694353117e-12	4.4251984159180503e-13	b_swift	R	UVOT(trigger=871316)
1238.5	2.83270895503253e-11	1.4158702080679843e-12	b_swift	R	UVOT(trigger=871316)
1585.2	2.0711042291577482e-11	1.0351980462582991e-12	b_swift	R	UVOT(trigger=871316)
1840.15	1.0284944571230565e-11	8.756584796956291e-13	b_swift	R	UVOT(trigger=871316)
7540.5	2.0902679206430904e-12	1.592816407622846e-13	b_swift	R	UVOT(trigger=871316)
11401.05	8.957812246258283e-13	5.247339915863575e-14	b_swift	R	UVOT(trigger=871316)
74998.25	6.197291943638418e-14	2.0013965500344985e-14	b_swift	R	UVOT(trigger=871316)
409.2	1.7624182800739861e-12	1.1079555828513395e-13	u_swift	R	UVOT(trigger=871316)
697.7	4.1125291447500724e-12	3.9832626467489163e-13	u_swift	R	UVOT(trigger=871316)
1213.75	2.5009729167013438e-11	1.3741600170495623e-12	u_swift	R	UVOT(trigger=871316)
1560.4	1.6830963909393055e-11	1.0580893672640868e-12	u_swift	R	UVOT(trigger=871316)
1818.95	1.2767591787791117e-11	9.077464934773109e-13	u_swift	R	UVOT(trigger=871316)
7389.95	1.828559046133869e-12	1.149535400672473e-13	u_swift	R	UVOT(trigger=871316)
29023.3	1.3999386012569748e-13	3.63459234655621e-14	u_swift	R	UVOT(trigger=871316)
40759.4	9.685208817345124e-14	2.248912512571459e-14	u_swift	R	UVOT(trigger=871316)
623.65	5.554944936952403e-12	7.688853626684722e-13	v_swift	R	UVOT(trigger=871316)
796.2	5.6582190738945256e-12	7.831800088149707e-13	v_swift	R	UVOT(trigger=871316)
1139.1	3.636467900680892e-11	1.702753182134934e-12	v_swift	R	UVOT(trigger=871316)
1486.4	2.5158211184436078e-11	1.4065342961150216e-12	v_swift	R	UVOT(trigger=871316)
1745.55	2.0543751748127027e-11	1.523690893112224e-12	v_swift	R	UVOT(trigger=871316)
5695.55	3.3164981423908035e-12	2.1566038864087352e-13	v_swift	R	UVOT(trigger=871316)
17036.55	5.606344209616261e-13	6.729503727682699e-14	v_swift	R	UVOT(trigger=871316)
40611.7	8.885456772414599e-14	4.1744208235030177e-14	v_swift	R	UVOT(trigger=871316)
672.85	3.30088646985965e-12	4.781329326695483e-13	uvw1_swift	R	UVOT(trigger=871316)
845.15	4.07972216051475e-12	5.552230618114304e-13	uvw1_swift	R	UVOT(trigger=871316)
