time_sec	mag	mag_err	band	source
14112.45	18.789749746129125	0.045011	r	nissim
14567.5	18.427478864738404	0.037512	i	nissim
10265.0	16.959759768648176	0.064826	Z	nissim
10721.55	16.897543768648177	0.057832	Z	nissim
10825.75	17.159746768648176	0.0623	Z	nissim
18723.0	17.050092768648177	0.079439	Z	nissim
14311.300000000001	17.752294768648177	0.033289	Z	nissim
10544.05	17.39382113715738	0.088031	Y	nissim
18451.65	18.942501137157382	0.094668	Y	nissim
14311.300000000001	18.78513913715738	0.102262	Y	nissim
