0.55	0.85	16.96	0.3	R	Tarot
0.85	1.15	17.15	0.3	R	Tarot
1.15	1.55	17.05	0.3	R	Tarot
1.67	2.17	17.32	0.16	R	Tarot
2.34	2.84	17.37	0.12	R	Tarot
3.01	3.51	17.58	0.22	R	Tarot
3.67	4.17	17.53	0.17	R	Tarot
4.34	4.84	17.27	0.17	R	Tarot
10.36	11.86	17.02	0.26	R	Tarot
12.03	13.53	16.87	0.2	R	Tarot
13.7	15.2	17.03	0.15	R	Tarot
15.37	16.87	16.94	0.18	R	Tarot
17.03	18.53	17.19	0.29	R	Tarot
18.7	20.2	17.19	0.11	R	Tarot
21.31	22.81	17.27	0.24	R	Tarot
22.97	24.47	17.37	0.16	R	Tarot
24.64	26.14	17.35	0.09	R	Tarot
26.31	27.81	17.32	0.19	R	Tarot
27.98	29.48	17.4	0.06	R	Tarot
29.64	31.14	17.59	0.05	R	Tarot
35.98	38.98	17.65	0.05	R	Tarot
39.15	42.15	18	0.21	R	Tarot
45.48	48.48	18.09	0.06	R	Tarot
48.65	51.65	18.31	0.25	R	Tarot
55.66	58.66	18.39	0.15	R	Tarot
58.83	61.83	18.58	0.26	R	Tarot
42.32	84.94	18.51	0.12	R	Tarot
65.16	91.28	19.1	0.15	R	Tarot
95.4	126.4	19.51	0.09	R	Tarot
129.73	195.34	19.78	0.12	R	Tarot
199.45	261.71	19.9	0.08	R	Tarot
