T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
11300.	-9.	-9.	-9.	20.72	0.04	BJ	NOT	sollerman07
11700.	-9.	-9.	-9.	20.72	0.05	BJ	NOT	sollerman07
12000.	-9.	-9.	-9.	20.65	0.04	BJ	NOT	sollerman07
3.65e6	-9.	-9.	-9.	24.43	0.16	BJ	VLT	sollerman07
3.65e6	-9.	-9.	-9.	24.26	0.17	VJ	VLT	sollerman07
635.	-9.	-9.	-9.	18.22	0.35	RC	BOOTES	sollerman07
1250.	-9.	-9.	-9.	19.11	0.32	RC	BOOTES	sollerman07
2310.	-9.	-9.	-9.	18.94	0.03	RC	OSN	sollerman07
2610.	-9.	-9.	-9.	19.04	0.04	RC	OSN	sollerman07
2920.	-9.	-9.	-9.	19.07	0.03	RC	OSN	sollerman07
3690.	-9.	-9.	-9.	19.67	0.33	RC	BOOTES	sollerman07
4290.	-9.	-9.	-9.	19.31	0.03	RC	OSN	sollerman07
5770.	-9.	-9.	-9.	19.56	0.05	RC	OSN	sollerman07
6080.	-9.	-9.	-9.	19.59	0.07	RC	OSN	sollerman07
7580.	-9.	-9.	-9.	19.8	0.04	RC	NOT	sollerman07
8130.	-9.	-9.	-9.	19.85	0.05	RC	NOT	sollerman07
8510.	-9.	-9.	-9.	19.93	0.04	RC	NOT	sollerman07
10500.	-9.	-9.	-9.	19.33	0.2	RC	BOOTES	sollerman07
15800.	-9.	-9.	-9.	20.15	0.04	RC	OSN	sollerman07
16700.	-9.	-9.	-9.	20.21	0.05	RC	OSN	sollerman07
17600.	-9.	-9.	-9.	20.23	0.07	RC	OSN	sollerman07
18500.	-9.	-9.	-9.	20.38	0.08	RC	OSN	sollerman07
20200.	-9.	-9.	-9.	20.42	0.1	RC	MDM	sollerman07
20500.	-9.	-9.	-9.	20.22	0.08	RC	MDM	sollerman07
20900.	-9.	-9.	-9.	20.42	0.1	RC	MDM	sollerman07
21200.	-9.	-9.	-9.	20.34	0.09	RC	MDM	sollerman07
21500.	-9.	-9.	-9.	20.39	0.09	RC	MDM	sollerman07
21900.	-9.	-9.	-9.	20.47	0.11	RC	MDM	sollerman07
22200.	-9.	-9.	-9.	20.51	0.12	RC	MDM	sollerman07
22300.	-9.	-9.	-9.	20.25	0.05	RC	D1.5	sollerman07
22600.	-9.	-9.	-9.	20.39	0.11	RC	MDM	sollerman07
22800.	-9.	-9.	-9.	20.47	0.06	RC	D1.5	sollerman07
22900.	-9.	-9.	-9.	20.35	0.11	RC	MDM	sollerman07
23300.	-9.	-9.	-9.	20.24	0.1	RC	MDM	sollerman07
23600.	-9.	-9.	-9.	20.35	0.07	RC	MDM	sollerman07
24300.	-9.	-9.	-9.	20.3	0.07	RC	MDM	sollerman07
24900.	-9.	-9.	-9.	20.49	0.08	RC	MDM	sollerman07
25600.	-9.	-9.	-9.	20.35	0.08	RC	MDM	sollerman07
26200.	-9.	-9.	-9.	20.39	0.07	RC	MDM	sollerman07
26900.	-9.	-9.	-9.	20.62	0.11	RC	MDM	sollerman07
28500.	-9.	-9.	-9.	20.43	0.05	RC	MDM	sollerman07
29100.	-9.	-9.	-9.	20.55	0.08	RC	MDM	sollerman07
29300.	-9.	-9.	-9.	20.64	0.09	RC	D1.5	sollerman07
29700.	-9.	-9.	-9.	20.69	0.1	RC	D1.5	sollerman07
29800.	-9.	-9.	-9.	20.51	0.08	RC	MDM	sollerman07
31300.	-9.	-9.	-9.	20.49	0.06	RC	MDM	sollerman07
31900.	-9.	-9.	-9.	20.62	0.07	RC	MDM	sollerman07
32600.	-9.	-9.	-9.	20.55	0.06	RC	MDM	sollerman07
33200.	-9.	-9.	-9.	20.6	0.07	RC	MDM	sollerman07
33900.	-9.	-9.	-9.	20.58	0.06	RC	MDM	sollerman07
34200.	-9.	-9.	-9.	20.55	0.05	RC	VLT	sollerman07
34500.	-9.	-9.	-9.	20.6	0.06	RC	MDM	sollerman07
35100.	-9.	-9.	-9.	20.6	0.06	RC	MDM	sollerman07
35800.	-9.	-9.	-9.	20.73	0.07	RC	MDM	sollerman07
