time_sec,flux,flux_err,band,source
4248.0,1.9967753223361605e-13,4.2266579402477213e-16,r',14846
10920.0,9.94221769132959e-14,1.6482817618097173e-14,R,14854
4426.0,1.7762298054221873e-13,2.708445244496809e-15,v_swift,14859
1736.0,5.793081780729293e-13,1.0861889291441909e-13,b_swift,14859
12909.0,5.2833533773003497e-14,1.858345900907762e-14,b_swift,14859
369.5,9.718717940884681e-13,9.611912364140733e-14,u_swift,14859
1797.0,2.8550188376552225e-13,8.037650672451456e-14,u_swift,14859
1772.5,2.2866121178598945e-13,1.7915513258830287e-14,uvw1_swift,14859
12687.0,3.105556165185367e-14,2.9311405942441565e-15,uvm2_swift,14859
4485.5,5.1436297136314606e-14,5.1968653703263845e-15,uvw2_swift,14859
3717.0,2.0206135829227907e-13,5.95537243486631e-14,R,14891
4034.0,1.463805140885235e-13,5.932143177752687e-14,R,14891
4351.0,1.463805140885235e-13,5.797321741894672e-14,R,14891
59270.4,2.867366903273726e-14,1.3204712575245165e-15,R,14907
