time_sec	flux_R	flux_err_R	band	source
205.694313	4.4548276910236917e-13	8.870598833313661e-14	R	Li_Liang
226.9317675	5.998386408527515e-13	9.964779861982692e-14	R	Li_Liang
246.8721859	7.571253202945968e-13	1.2602515540025898e-13	R	Li_Liang
268.5647621	3.526738588727089e-13	8.196506344453708e-14	R	Li_Liang
331.5058494	3.7612032040441257e-13	1.2504790045600907e-13	R	Li_Liang
386.8555082	5.597842690694244e-13	7.444290835998003e-14	R	Li_Liang
426.7974304	4.591598716625297e-13	1.367711695157101e-13	R	Li_Liang
717.4293517	1.4165570508737617e-12	9.398322669607309e-14	R	Li_Liang
1062.848063	1.6705603841338843e-12	1.6608067135083514e-13	R	Li_Liang
1407.323936	1.2309392304144413e-12	1.2309507226476086e-13	R	Li_Liang
1761.701749	1.6119442303046254e-12	1.602190012449522e-13	R	Li_Liang
2114.376209	3.126194870893819e-12	2.0711481569856393e-13	R	Li_Liang
2467.401659	3.126194870893819e-12	2.0711481569856393e-13	R	Li_Liang
2961.349938	3.0187319222068436e-12	2.002761070134207e-13	R	Li_Liang
3655.374662	2.2371832044833894e-12	1.4849740309170115e-13	R	Li_Liang
4512.051665	1.6021748713330823e-12	2.1297315087354544e-13	R	Li_Liang
4706.114585	1.6021748713330823e-12	1.0648826335979173e-13	R	Li_Liang
4772.639614	1.5533280764753664e-12	1.0258046522080313e-13	R	Li_Liang
4908.524133	1.3090941021867866e-12	8.72422095742967e-14	R	Li_Liang
5192.009857	1.1918617945282685e-12	7.893810060731504e-14	R	Li_Liang
5415.317716	1.2309392304144413e-12	8.157588155938827e-14	R	Li_Liang
5569.500286	1.5533280764753664e-12	1.0258046522080313e-13	R	Li_Liang
5974.436545	1.5533280764753664e-12	2.0613456711432389e-13	R	Li_Liang
6058.89041	1.3970183329306752e-12	1.397031375703238e-13	R	Li_Liang
6231.396502	1.2700166663006138e-12	1.260259256309409e-13	R	Li_Liang
6408.814113	1.3579408970445025e-12	1.348184307880985e-13	R	Li_Liang
6591.283081	1.3970183329306752e-12	4.65060668696941e-14	R	Li_Liang
6778.947225	1.9538717943086366e-12	1.2993521740912535e-13	R	Li_Liang
7584.577765	2.1590283327110437e-12	7.161547838482457e-14	R	Li_Liang
8367.667597	1.9538717943086366e-12	1.2993521740912535e-13	R	Li_Liang
8976.047496	2.227413845511846e-12	1.4752046042972447e-13	R	Li_Liang
9764.769782	2.6279575633451167e-12	1.7487521267317758e-13	R	Li_Liang
10184.75162	2.383723589056537e-12	1.5826696727679247e-13	R	Li_Liang
10474.72743	2.227413845511846e-12	1.4752046042972447e-13	R	Li_Liang
10772.95932	2.012487948137896e-12	1.3384304308414294e-13	R	Li_Liang
11395.13822	1.9441024353370935e-12	3.233668731806426e-13	R	Li_Liang
12053.2503	1.6510216661907982e-12	1.0941914635794977e-13	R	Li_Liang
12749.37083	1.543558717503823e-12	1.5338038612161177e-13	R	Li_Liang
13485.69493	1.3481715380729593e-12	1.3481841248045232e-13	R	Li_Liang
15959.78603	7.18047884408424e-13	4.767548146674443e-14	R	Li_Liang
16185.3915	7.932719484893065e-13	5.275565209865219e-14	R	Li_Liang
16646.21493	6.946014228767204e-13	4.611235119710737e-14	R	Li_Liang
17120.15872	6.29146717767381e-13	6.262218113742442e-14	R	Li_Liang
17607.59643	7.42471281837282e-13	7.39547433439639e-14	R	Li_Liang
18364.89751	6.07654128029986e-13	6.057059476860136e-14	R	Li_Liang
22041.35994	4.982373075487024e-13	6.613891065537763e-14	R	Li_Liang
22989.35677	4.81629397297079e-13	6.398963970798337e-14	R	Li_Liang
23643.89974	4.35713410130826e-13	2.891791548356095e-14	R	Li_Liang
23978.12686	4.97260371651548e-13	6.613890928254014e-14	R	Li_Liang
23978.12686	3.458353075926287e-13	6.877644951600809e-14	R	Li_Liang
29185.10606	2.82334474277598e-13	4.699077502781655e-14	R	Li_Liang
29597.66295	1.96364115328018e-13	5.861621524455491e-14	R	Li_Liang
38105.53122	1.4067876919022183e-13	1.3970315587565906e-14	R	Li_Liang
51892.33324	5.724844357324306e-14	3.800361154956979e-15	R	Li_Liang
55665.21881	4.845602049885419e-14	4.8358780215725504e-15	R	Li_Liang
64053.86868	3.71235640918641e-14	3.702621800778765e-15	R	Li_Liang
74748.58125	3.145733588836905e-14	8.352812981334763e-15	R	Li_Liang
74748.58125	3.5951241015278915e-14	8.352816367249797e-15	R	Li_Liang
150803.0678	9.17342807427905e-15	9.144205916363003e-16	R	Li_Liang
233018.6354	3.6146628194709786e-15	1.3188643860810302e-15	R	Li_Liang
