Skip	Single
Read	Serr	1
Read	Terr	2
label	f
time	off	
LOG	on
!GRB080928
marker	37	on	75	
colour	4	on	75
47.4177	3.7154	4.910065e+30	2.739216e+30	-2.739216e+30	no
56.7113	5.5741	2.429326e+31	5.617187e+30	-5.617187e+30	no
67.8635	5.5740	2.182089e+31	5.209283e+30	-5.209283e+30	no
80.1243	6.6828	8.435574e+30	3.758988e+30	-3.758988e+30	no
96.1025	9.2914	-1.541957e+30	3.633418e+30	-3.633418e+30	no
116.5482	11.1502	1.105835e+31	5.023156e+30	-5.023156e+30	no
141.3797	13.6771	9.189823e+30	4.339918e+30	-4.339918e+30	no
1698.8546	151.4807	4.591820e+31	8.946447e+30	-8.946447e+30	no
2042.2116	189.6752	3.897065e+31	7.531511e+30	-7.531511e+30	no
2347.1199	113.3805	4.541928e+31	8.799885e+30	-8.799885e+30	no
4031.4236	336.7194	5.878781e+31	1.135694e+31	-1.135694e+31	no
4517.2508	146.5543	4.304531e+31	8.815999e+30	-8.815999e+30	no
6326.8539	484.6508	2.348159e+31	4.512479e+30	-4.512479e+30	no
8474.4142	484.6631	1.689907e+31	3.315768e+30	-3.315768e+30	no
10621.8046	484.7390	8.720559e+30	1.899744e+30	-1.899744e+30	no
19183.6149	1777.1610	4.959611e+30	1.857685e+30	-1.857685e+30	no
23890.1964	2249.2970	2.390700e+30	8.353052e+29	-8.353052e+29	no
29860.9330	2534.1377	9.557806e+29	3.084216e+29	-3.084216e+29	no
37466.1068	3706.1084	1.457741e+30	4.140544e+29	-4.140544e+29	no
43993.7632	1306.6989	8.139951e+29	4.276381e+29	-4.276381e+29	no
70635.5979	4443.1063	3.670279e+28	2.731951e+29	-2.731951e+29	no
102091.7849	5372.9567	4.102891e+28	2.029194e+29	-2.029194e+29	no
NO	NO	NO	NO	NO
