Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
-9. -9. 1994. -9. 115. gg  19.08  0.01 -9. -9. -9. GCN8693 GROND 0 USNOB1.0 0. 0. 0 nnn
-9. -9. 1994. -9. 115. ii  18.04  0.01 -9. -9. -9. GCN8693 GROND 0 USNOB1.0 0. 0. 0 nnn
-9. -9. 1994. -9. 115. zz  18.24  0.01 -9. -9. -9. GCN8693 GROND 0 USNOB1.0 0. 0. 0 nnn
-9. -9. 2119. -9. 480. J   16.12  0.03 -9. -9. -9. GCN8693 GROND 0 2MASS    0. 0. 0 nnn
-9. -9. 2119. -9. 480. H   15.45  0.02 -9. -9. -9. GCN8693 GROND 0 2MASS    0. 0. 0 nnn
-9. -9. 2119. -9. 480. KS  14.92  0.03 -9. -9. -9. GCN8693 GROND 0 2MASS    0. 0. 0 nnn
60. -9. -9. -9. 147.4 white  14.84 0.02 -9. -9. -9. GCN8696 UVOT 0 NNN 0. 0. 0 nnn
873. -9. -9. -9. 147.4 white  17.36 0.03 -9. -9. -9. GCN8696 UVOT 0 NNN 0. 0. 0 nnn
272. -9. -9. -9. 245.8 u      16.32 0.03 -9. -9. -9. GCN8696 UVOT 0 NNN 0. 0. 0 nnn
-9. -9. 19692. -9. 600.  ii  20.45  0.25 -9. -9. -9. GCN8699 FTS 0 USNOB1 0. 0. 0 nnn
-9. -9. 21636. -9. 600.  rr  21.34  0.30 -9. -9. -9. GCN8699 FTS 0 USNOB1 0. 0. 0 nnn
60.  -9. -9. -9.  147.     white 14.84 0.02 -9. -9. -9. UVOT GCN8712 0 NNN 0. 0. 0 nnn
873. -9. -9. -9.  147.     white 17.36 0.03 -9. -9. -9. UVOT GCN8712 0 NNN 0. 0. 0 nnn
602. -9. -9. -9.   20.     v     16.20 0.02 -9. -9. -9. UVOT GCN8712 0 NNN 0. 0. 0 nnn
528. -9. -9. -9.   20.     b     16.86 0.02 -9. -9. -9. UVOT GCN8712 0 NNN 0. 0. 0 nnn
272. -9. -9. -9.  246.     u     16.32 0.03 -9. -9. -9. UVOT GCN8712 0 NNN 0. 0. 0 nnn
652. -9. -9. -9.  142.     uvw1  20.9  100. -9. -9. -9. UVOT GCN8712 1 NNN 0. 0. 0 nnn
627. -9. -9. -9.  127.     uvm2  21.0  100. -9. -9. -9. UVOT GCN8712 1 NNN 0. 0. 0 nnn
577. -9. -9. -9.  124.     uvw2  21.1  100. -9. -9. -9. UVOT GCN8712 1 NNN 0. 0. 0 nnn
-9. -9.  17017. -9.  540.0 gg 18.3 100. -9. -9. -9. MITSuME GCN8724 1 GSC2.3 0. 0. 0 nnn 
-9. -9.  18204. -9. 2940.0 gg 19.2 100. -9. -9. -9. MITSuME GCN8724 1 GSC2.3 0. 0. 0 nnn  
-9. -9.  22939. -9. 4500.0 gg 19.2 100. -9. -9. -9. MITSuME GCN8724 1 GSC2.3 0. 0. 0 nnn 
-9. -9.  17017. -9.  540.0 RC 18.0 0.3  -9. -9. -9. MITSuME GCN8724 0 GSC2.3 0. 0. 0 nnn 
-9. -9.  18204. -9. 2940.0 RC 18.9 0.3  -9. -9. -9. MITSuME GCN8724 0 GSC2.3 0. 0. 0 nnn 
-9. -9.  22939. -9. 4500.0 RC 19.3 0.4  -9. -9. -9. MITSuME GCN8724 0 GSC2.3 0. 0. 0 nnn 
-9. -9.  17017. -9.  540.0 IC 17.8 100. -9. -9. -9. MITSuME GCN8724 1 GSC2.3 0. 0. 0 nnn 
-9. -9.  18204. -9. 2940.0 IC 18.2 100. -9. -9. -9. MITSuME GCN8724 1 GSC2.3 0. 0. 0 nnn 
-9. -9.  22939. -9. 4500.0 IC 18.6 0.3  -9. -9. -9. MITSuME GCN8724 0 GSC2.3 0. 0. 0 nnn 
