Time	Mag	MagErr	Filter	Telescope	Source
566.25	16.6	0	Unfiltered	none	8807
775.35	17.3	0	Unfiltered	none	8807
1344.5	17.3	0	Unfiltered	none	8807
7488.0	23.4	0	R	La-Silla/-2.2m-MPI/ESO	8812
21960.0	23.3	0	g'	La-Silla/-2.2m-MPI/ESO	8812
21960.0	23.4	0	r'	La-Silla/-2.2m-MPI/ESO	8812
21960.0	22.6	0	i'	La-Silla/-2.2m-MPI/ESO	8812
21960.0	22.6	0	z'	La-Silla/-2.2m-MPI/ESO	8812
21960.0	21.3	0	J	La-Silla/-2.2m-MPI/ESO	8812
21960.0	20.7	0	H	La-Silla/-2.2m-MPI/ESO	8812
21960.0	20.0	0	K	La-Silla/-2.2m-MPI/ESO	8812
154.0	20.73	0	White	Swift/UVOT	8813
26389.0	21.1	0	R	LOAO/1.0m	8814
28148.0	20.5	0	I	LOAO/1.0m	8814
