Time	Mag	MagErr	Filter	Telescope	Source
285.0	17.31	0.09	u(fc)	Swift/UVOT	9175
475.5	17.31	0.24	v	Swift/UVOT	9175
425.0	18.22	0.25	b	Swift/UVOT	9175
549.0	18.55	0.39	u	Swift/UVOT	9175
675.0	18.1	0.0	uvw1	Swift/UVOT	9175
500.0	17.6	0.0	uvm2	Swift/UVOT	9175
451.0	18.1	0.0	uvw2	Swift/UVOT	9175
6173.0	20.82	0.26	uvw1	Swift/UVOT	9175
123005.0	22.0	0.0	uvw1	Swift/UVOT	9175
9451.5	21.8	0.0	uvm2	Swift/UVOT	9175
8575.0	21.8	0.0	uvw2	Swift/UVOT	9175
10139.9	19.1	0.0	Rc	**WARNING**	9168
19184.3	20.3	0.0	Rc	**WARNING**	9168
13255.5	20.9	0.0	Rc	**WARNING**	9168
47312.6	22.3	0.2	V	CrAO/Shajn	9329
47381.8	23.3	0.2	B	CrAO/-Shajn	9179
47381.8	22.23	0.14	R	CrAO/-Shajn	9179
47442.2	22.4	0.24	I	CrAO/-Shajn	9179
211740.0	22.8	0.1	R	CrAO/Shajn	9329
2120.0	17.7	0.4	J	PAIRITEL	9152
45140.0	22.1	0.1	R	Russian-Turkish-1.5m	9190
52.55	15.9	0.1	Unfiltered	none	9150
240.85	15.9	0.1	Unfiltered	none	9150
162.0	15.802	0.044	Rc	(SRO)-35cm	9211
231.0	16.185	0.048	Rc	(SRO)-35cm	9211
300.0	16.5	0.043	Rc	(SRO)-35cm	9211
369.0	16.818	0.058	Rc	(SRO)-35cm	9211
438.0	17.019	0.066	Rc	(SRO)-35cm	9211
507.0	17.249	0.067	Rc	(SRO)-35cm	9211
576.0	17.44	0.063	Rc	(SRO)-35cm	9211
645.0	17.605	0.105	Rc	(SRO)-35cm	9211
714.0	17.68	0.089	Rc	(SRO)-35cm	9211
782.0	17.855	0.115	Rc	(SRO)-35cm	9211
965.0	18.007	0.104	Rc	(SRO)-35cm	9211
1888.0	18.778	0.129	Rc	(SRO)-35cm	9211
2084.0	18.919	0.138	Rc	(SRO)-35cm	9211
2273.0	18.96	0.142	Rc	(SRO)-35cm	9211
2461.0	18.891	0.196	Rc	(SRO)-35cm	9211
