Time	Mag	MagErr	Filter	Telescope	Source
198.0	19.6	0.0	White	none	9400
106.0	16.8	0.0	R	Calern/TAROT-robotic-25cm	9401
157.8	17.5	0.0	R	Calern/TAROT-robotic-25cm	9401
231.2	18.5	0.0	R	Calern/TAROT-robotic-25cm	9401
152.4	15.7	0.0	R	Chante-Perdrix/-FARO-robotic-20cm	9402
100.75	15.1	0.0	Unfiltered	30cm-BOOTES-1B	9404
123.0	16.5	0.0	Unfiltered	30cm-BOOTES-1B	9404
453.0	17.6	0.0	Unfiltered	30cm-BOOTES-1B	9404
3776.5	21.5	0.0	white_swift	Swift/UVOT	9407
3973.5	19.8	0.0	v_swift	Swift/UVOT	9407
3880.0	20.6	0.0	b_swift	Swift/UVOT	9407
3650.0	20.4	0.0	u_swift	Swift/UVOT	9407
4396.5	20.3	0.0	uvw1_swift	Swift/UVOT	9407
4341.5	20.4	0.0	uvm2_swift	Swift/UVOT	9407
4112.0	20.6	0.0	uvw2_swift	Swift/UVOT	9407
10200.0	25.0	0.4	g	La-Silla/-2.2m-ESO/MPI	9408
10200.0	23.5	0.2	r	La-Silla/-2.2m-ESO/MPI	9408
10200.0	23.5	0.3	i	La-Silla/-2.2m-ESO/MPI	9408
10200.0	23.6	0.0	z	La-Silla/-2.2m-ESO/MPI	9408
12270.0	21.9	0.0	J	La-Silla/-2.2m-ESO/MPI	9408
12270.0	20.7	0.0	H	La-Silla/-2.2m-ESO/MPI	9408
12270.0	19.9	0.0	K	La-Silla/-2.2m-ESO/MPI	9408
14400.0	23.5	0.0	R	ESO-VLT-FORS2	9409
1188.0	22.8	0.0	R	none	9410
