Time	Mag	MagErr	Filter	Telescope	Source
9626.0	18	0.0	White	none	10775
10092.0	20.7	0.0	R	0.6m-Yock-Allen-robotic	10778
294.0	19.4	0.1	R	2m-Faulkes-north	10779
588.0	18.8	0.2	i	2m-Faulkes-north	10779
9626.0	21.4(FC)	0.0	white	Swift/UVOT	10781
10540.0	22.4	0.0	white	Swift/UVOT	10781
16777.5	20.7	0.0	v	Swift/UVOT	10781
10164.5	21.7	0.0	b	Swift/UVOT	10781
17567.5	20.9	0.0	m2	Swift/UVOT	10781
13927.0	21.6	0.0	w2	Swift/UVOT	10781
78120.0	25.3	0.0	g'	La-silla/2.2m-MPI/ESO	10782
78120.0	23.8	0.1	r'	La-silla/2.2m-MPI/ESO	10782
78120.0	23.6	0.2	i'	La-silla/2.2m-MPI/ESO	10782
78120.0	23.5	0.2	z'	La-silla/2.2m-MPI/ESO	10782
