Time(s)	Mag	MagErr	Filter	GalExtCorr	Source
703.45	22.6	0	Unfiltered	Haleakala/AEOS	7007
4650.85	23.7	0	Unfiltered	Haleakala/AEOS	7007
1591.0	19.4	0	G	50cm-MITSuME	6975
1591.0	19.1	0	Rc	50cm-MITSuME	6975
1591.0	18.7	0	Ic	50cm-MITSuME	6975
7019.0	20.3	0	G	50cm-MITSuME	6975
7019.0	19.6	0	Rc	50cm-MITSuME	6975
7019.0	19.3	0	IC	50cm-MITSuME	6975
2592.0	20.32	0	white	TNT-0.8m	6962
4968.0	20.85	0	R	TNT-0.8m	6962
11700.0	21.69	0	R	TNT-0.8m	6962
