Time	Mag	MagErr	Filter	Telescope	Source
217.0	18.0	0.0	V	none	3799
6769.0	20.5	0.0	V	Swift/UVOT	3804
4333.0	21.4	0.0	B	Swift/UVOT	3804
3943.0	21.2	0.0	U	Swift/UVOT	3804
3482.5	20.3	0.0	UVW1	Swift/UVOT	3804
7204.0	20.7	0.0	UVM2	Swift/UVOT	3804
6396.0	20.8	0.0	UVW2	Swift/UVOT	3804
61560.0	21.4	0.3	i	automated-Palomar-60inch	3807
61560.0	21.3	0.0	R	automated-Palomar-60inch	3807
48369.0	23.0	0.0	V	NOT+ALFOSC	3809
50097.0	23.2	0.0	R	NOT+ALFOSC	3809
50961.0	20.5	0.0	I	NOT+ALFOSC	3809
127857.0	21.4	0.0	I	NOT+ALFOSC	3809
