Time	Mag	MagErr	Filter	Telescope	Source
124.0	18.5	0.0	White	none	8059
210.0	21.7	0.2	g	2.2m-ESO/MPI	8060
210.0	20.5	0.1	r	2.2m-ESO/MPI	8060
210.0	20.1	0.1	i	2.2m-ESO/MPI	8060
210.0	19.9	0.1	z	2.2m-ESO/MPI	8060
125.5	20.7	0.0	White	Swift/UVOT	8071
11748.5	22.12	0.0	White	Swift/UVOT	8071
3132.5	19.81	0.0	v	Swift/UVOT	8071
11190.0	21.43	0.0	b	Swift/UVOT	8071
5160.5	20.11	0.0	u	Swift/UVOT	8071
4955.5	19.99	0.0	uvw1	Swift/UVOT	8071
5458.5	20.09	0.0	uvm2	Swift/UVOT	8071
11866.5	20.12	0.0	uvw2	Swift/UVOT	8071
19476.0	22.5	0.4	i'	Faulkes-south	8076
