Time	Mag	MagErr	Filter	Telescope	Source
135 17.7    0.1 V   Swift/UVOT	3330
15448	19.8	0.4	V	AAVSO	3340
15761	20.8	0.4	V	AAVSO	3340
16075	20.3	0.4	V	AAVSO	3340
16389	20.4	0.4	V	AAVSO	3340
16702	20.5	0.4	V	AAVSO	3340
17015	20.9	0.4	V	AAVSO	3340
17328	21.4	0.4	V	AAVSO	3340
17641	21.4	0.4	V	AAVSO	3340
17954	21.0	0.4	V	AAVSO	3340
18268	21.3	0.4	V	AAVSO	3340
1380	19.84	0.09	I	ANU1m	3357
1200	21.8    0	V	ANU1m	3357
570 20.7    0	V	ANU1m	3357
900 20.2    0	V	ANU1m	3357
1080    20.8    0	V	ANU1m	3357
157680  21.7    0   i   P60 3357
