Time	Mag	MagErr	Filter	Telescope	Source
257.0	19.2	0.0	U	none	8753
256.0	20.6	0.3	u	Swift/UVOT	8755
700.8	19.1	0.0	Unfiltered	none	8754
4135.0	20.45	0.35	white	Swift/UVOT	8757
597.0	18.3	0.48	v	Swift/UVOT	8757
398.0	18.92	0.36	b	Swift/UVOT	8757
257.0	20.28	0.38	u	Swift/UVOT	8757
521.0	19.04	0.52	u	Swift/UVOT	8757
3170.5	21.23	0.0	uvw1	Swift/UVOT	8757
3055.5	20.95	0.0	uvm2	Swift/UVOT	8757
3494.5	21.44	0.0	uvw2	Swift/UVOT	8757
21564.0	21.32	0.02	g'	La-Silla/-2.2m-ESO/MPI	8760
111564.0	23.67	0.08	g'	La-Silla/-2.2m-ESO/MPI	8760
21564.0	20.96	0.01	r'	La-Silla/-2.2m-ESO/MPI	8760
111564.0	23.07	0.06	r'	La-Silla/-2.2m-ESO/MPI	8760
21564.0	20.74	0.02	i'	La-Silla/-2.2m-ESO/MPI	8760
111564.0	22.79	0.09	i'	La-Silla/-2.2m-ESO/MPI	8760
21564.0	20.66	0.03	z'	La-Silla/-2.2m-ESO/MPI	8760
111564.0	22.84	0.17	z'	La-Silla/-2.2m-ESO/MPI	8760
