Time	Mag	MagErr	Filter	Telescope	Source
81360.0	20.5	0.0	U_swift	Swift/UVOT	1839
79200.0	20.8	0.0	UVW1_swift	Swift/UVOT	1839
78480.0	21.1	0.0	UVM2_swift	Swift/UVOT	1839
75960.0	21.3	0.0	UVW2_swift	Swift/UVOT	1839
155.0	12.5	0.0	I_swift	Swift/UVOT	4826
335.0	13.7	0.0	R_swift	Swift/UVOT	4826
395.0	13.3	0.0	I_swift	Swift/UVOT	4826
76.5	17.7	0.4	V_swift	Swift/UVOT	4824
185.0	17.8	0.1	V_swift	Swift/UVOT	4824
664.5	19.4	0.3	V_swift	Swift/UVOT	4824
1550.0	19.6	0.0	V_swift	Swift/UVOT	4824
392.0	20.2	0.0	B_swift	Swift/UVOT	4824
1006.5	20.9	0.0	B_swift	Swift/UVOT	4824
882.0	20.4	0.0	U_swift	Swift/UVOT	4824
770.5	20.4	0.0	UVW1_swift	Swift/UVOT	4824
746.5	20.9	0.0	UVM2_swift	Swift/UVOT	4824
811.0	21.1	0.0	UVW2_swift	Swift/UVOT	4824
186.0	18.0	0.14    V_swift	Swift/UVOT	4814
393.0	21.0	0.5	B_swift	Swift/UVOT	4814
935.0	19.6	0.4	V_swift	Swift/UVOT	4814
1142.0	21.3	0.0	B_swift	Swift/UVOT	4814
