Time	Mag	MagErr	Filter	Telescope	Source
155.0	19.92	0.18	White	none	10138
77.0	14.8	0.0	H	La-silla/-60cm-REM	10139
250.0	20.3	0.0	U	none	10148A
78.0	16.5	0.0	Clear	Boyden/Watcher	10150
17364.0	21.7	0.3	i'	2m-Faulkes-south	10142
19344.0	21.95	0.25	R	2m-Faulkes-south	10142
231.0	19.88	0.14	white	Swift/UVOT	10143
5471.0	21.26	0.0	white	Swift/UVOT	10143
5163.0	19.94	0.0	v	Swift/UVOT	10143
5265.5	20.49	0.0	b	Swift/UVOT	10143
3443.0	20.97	0.0	u	Swift/UVOT	10143
5573.5	20.59	0.0	uvw1	Swift/UVOT	10143
5368.0	20.46	0.0	uvm2	Swift/UVOT	10143
4958.5	20.68	0.0	uvw2	Swift/UVOT	10143
24.1	16.0	0.0	R	none	10149
59.5	16.9	0.0	R	none	10149
22320.0	23.0	0.0	R	Magellan/Baade-6.5m	10153
159.0	21.25	0.0	white(FC)	Swift/UVOT	10157
421.0	20.29	0.0	u(FC)	Swift/UVOT	10157
9603.0	22.09	0.0	white	Swift/UVOT	10157
5950.5	20.96	0.0	v	Swift/UVOT	10157
9221.5	21.78	0.0	b	Swift/UVOT	10157
11936.0	21.61	0.0	u	Swift/UVOT	10157
11693.5	21.44	0.0	uvw1	Swift/UVOT	10157
6415.5	20.87	0.0	uvm2	Swift/UVOT	10157
3826.5	20.52	0.0	uvw2	Swift/UVOT	10157
72000.0	24.5	0.1	g'	La-silla/2.2m-ESO/MPI	10158
72000.0	23.6	0.1	r'	La-silla/2.2m-ESO/MPI	10158
72000.0	23.4	0.1	i'	La-silla/2.2m-ESO/MPI	10158
72000.0	23.3	0.2	z'	La-silla/2.2m-ESO/MPI	10158
72000.0	22.2	0.0	J	La-silla/2.2m-ESO/MPI	10158
72000.0	21.8	0.0	H	La-silla/2.2m-ESO/MPI	10158
72000.0	21.2	0.0	K	La-silla/2.2m-ESO/MPI	10158
933120.0	25.1	0.0	r'	La-silla/2.2m-ESO/MPI	10246
