Time	Mag	MagErr	Filter	Telescope	Source
80.0	17.0	0.0	R	none	9282
580.0	19.0	0.0	R	none	9282
780.0	23.4	0.0	g'	none	9283
780.0	23.3	0.0	r'	none	9283
780.0	22.4	0.0	i'	none	9283
780.0	21.8	0.0	z'	none	9283
780.0	21.5	0.0	J	none	9283
780.0	20.2	0.0	H	none	9283
780.0	19.6	0.0	K	none	9283
10437.0	21.79	0.1	J	none	9286
10437.0	20.08	0.05	H	none	9286
10437.0	19.15	0.03	K	none	9286
21560.0	16.4	0.0	Unfiltered	none	9291
22598.5	17.9	0.0	Unfiltered	none	9291
95397.0	20.0	0.2	K	none	9306
174.0	21.0	0.0	white(fc)_swift	none	9309
5723.5	22.2	0.0	white_swift	none	9309
6595.0	20.6	0.0	v_swift	none	9309
3668.0	20.8	0.0	b_swift	none	9309
3466.0	20.8	0.0	u_swift	none	9309
3553.0	20.5	0.0	uvw1_swift	none	9309
3438.0	21.4	0.0	uvm2_swift	none	9309
6189.0	20.3	0.0	uvw2_swift	none	9309
