Time	Mag	MagErr	Filter	Telescope	Source
167.0	18.0	0.5	White	none	5212
69.0	15.8	0.0	Unfiltered	none	5213
1006.5	17.9	0.0	Unfiltered	none	5213
35211.6	21.4	0.3	R	none	5216
5132.5	21.2	0.6	V_swift	Swift/UVOT	5219
13753.0	21.2	0.2	B_swift	Swift/UVOT	5219
16543.5	21.1	0.2	U_swift	Swift/UVOT	5219
16139.0	22.1	0.4	UVW1_swift	Swift/UVOT	5219
15583.0	21.1	0.0	UVM2_swift	Swift/UVOT	5219
5278.5	19.8	0.0	UVW2_swift	Swift/UVOT	5219
167.0	18.3	0.1	White_swift	Swift/UVOT	5219
4390.0	20.5	0.3	White_swift	Swift/UVOT	5219
59400.0	21.6	0.2	R	Swift/UVOT	5253
