Time	Mag	MagErr	Filter	Telescope	Source
14203.4	19.1	0.2	g'	La-Silla/2.2m-ESO/MPI	8540
14203.4	18.8	0.2	r'	La-Silla/2.2m-ESO/MPI	8540
14203.4	18.6	0.2	i'	La-Silla/2.2m-ESO/MPI	8540
14203.4	18.5	0.2	z'	La-Silla/2.2m-ESO/MPI	8540
14203.4	18.4	0.2	J	La-Silla/2.2m-ESO/MPI	8540
14203.4	18.2	0.2	H	La-Silla/2.2m-ESO/MPI	8540
14203.4	18.1	0.2	K	La-Silla/2.2m-ESO/MPI	8540
2890.5	17.93	0.04	white	Swift/UVOT	8544
3072.0	17.58	0.08	v	Swift/UVOT	8544
3892.0	18.26	0.07	b	Swift/UVOT	8544
3687.0	17.62	0.06	u	Swift/UVOT	8544
3482.5	20.6	0.48	uvw1	Swift/UVOT	8544
3995.0	20.09	0.0	uvm2	Swift/UVOT	8544
7701.5	20.78	0.0	uvw2	Swift/UVOT	8544
19440.0	19.34	0.04	B	CTIO/1.3m-ANDICAM	8547
19440.0	18.61	0.04	R	CTIO/1.3m-ANDICAM	8547
19440.0	18.21	0.04	I	CTIO/1.3m-ANDICAM	8547
19440.0	17.21	0.15	J	CTIO/1.3m-ANDICAM	8547
19440.0	17.05	0.15	H	CTIO/1.3m-ANDICAM	8547
19440.0	16.75	0.15	K	CTIO/1.3m-ANDICAM	8547
