Time	Mag	MagErr	Filter	Telescope	Source
172.0	18.0	0.0	V_swift	Swift/UVOT	4479
19.6	13.4	0.0	Unfiltered	ROTSE-IIId	4480
81.0	14.5	0.0	Unfiltered	ROTSE-IIId	4480
72.0	18.9	0.4	V	Swift/UVOT	4482
50.0	16.2	0.0	R	TAROT-robotic-25cm	4483
101.0	17.0	0.0	R	TAROT-robotic-25cm	4483
137.0	17.0	0.0	R	TAROT-robotic-25cm	4483
555.0	17.7	0.0	R	TAROT-robotic-25cm	4483
130.0	16.0	0.0	Unfiltered	MASTER	4485
32040.0	20.5	0.0	R	automated-Palomar-60inch	4490
83520.0	23.2	0.0	R	Russian-Turkish-1.5m	4494
3927.5	18.5	0.0	V_swift	Swift/UVOT	4497
7551.5	19.6	0.0	V_swift	Swift/UVOT	4497
8710.5	21.2	0.0	B_swift	Swift/UVOT	4497
11134.5	20.8	0.0	U_swift	Swift/UVOT	4497
13695.5	20.3	0.0	W1_swift	Swift/UVOT	4497
8091.5	20.1	0.0	M2_swift	Swift/UVOT	4497
11023.0	20.1	0.0	W2_swift	Swift/UVOT	4497
