time_sec	flux	flux_err	band_init	band_norm	source
106	1.2459916756188908e-12	3.4428032824439437e-13	CR	R	lipunov07
180	4.125866209056558e-13	1.1400193119596078e-13	CR	R	lipunov07
418	1.974763724551597e-13	5.456475485328185e-14	CR	R	lipunov07
507	2.8544020252932294e-13	7.887006674593532e-14	CR	R	lipunov07
594	4.125866209056558e-13	1.1400193119596078e-13	CR	R	lipunov07
683	4.960382205138482e-13	1.370604673546053e-13	CR	R	lipunov07
782	4.523922338434456e-13	1.2500063187458658e-13	CR	R	lipunov07
879	3.4317460371099776e-13	9.482267620453995e-14	CR	R	lipunov07
1076	1.0363707348753046e-13	2.863599041370229e-14	CR	R	lipunov07
1275	9.451813437975255e-14	2.611633365298835e-14	CR	R	lipunov07
2424	7.861675988929231e-14	3.620435986066537e-14	Rc	R	GCN5623
3882	5.963691107347059e-14	2.746381550858728e-14	Rc	R	GCN5623
4662	5.4389509324709975e-14	3.506621451719972e-14	Rc	R	GCN5623
6642	4.125866209056558e-14	2.6600443973910468e-14	Rc	R	GCN5623
6672	3.762834704391849e-14	2.4259893235885885e-14	Rc	R	GCN5623
