T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
175.	-9.	-9.	23.4	16.16	0.45	J	PAIRITEL	perley10
210.	-9.	-9.	23.4	15.45	0.15	J	PAIRITEL	perley10
246.	-9.	-9.	23.4	15.49	0.16	J	PAIRITEL	perley10
282.	-9.	-9.	23.4	15.3	0.14	J	PAIRITEL	perley10
318.	-9.	-9.	23.4	15.08	0.14	J	PAIRITEL	perley10
355.	-9.	-9.	23.4	14.81	0.13	J	PAIRITEL	perley10
391.	-9.	-9.	23.4	14.8	0.12	J	PAIRITEL	perley10
427.	-9.	-9.	23.4	15.06	0.13	J	PAIRITEL	perley10
463.	-9.	-9.	23.4	14.62	0.09	J	PAIRITEL	perley10
499.	-9.	-9.	23.4	14.67	0.08	J	PAIRITEL	perley10
554.	-9.	-9.	46.8	14.6	0.06	J	PAIRITEL	perley10
626.	-9.	-9.	46.8	14.8	0.08	J	PAIRITEL	perley10
698.	-9.	-9.	46.8	14.76	0.07	J	PAIRITEL	perley10
771.	-9.	-9.	46.8	14.68	0.06	J	PAIRITEL	perley10
844.	-9.	-9.	46.8	14.8	0.09	J	PAIRITEL	perley10
917.	-9.	-9.	46.8	14.94	0.08	J	PAIRITEL	perley10
989.	-9.	-9.	46.8	14.98	0.08	J	PAIRITEL	perley10
1080.	-9.	-9.	70.2	15.36	0.1	J	PAIRITEL	perley10
1190.	-9.	-9.	70.2	15.37	0.08	J	PAIRITEL	perley10
1300.	-9.	-9.	70.2	15.16	0.08	J	PAIRITEL	perley10
1410.	-9.	-9.	70.2	15.25	0.07	J	PAIRITEL	perley10
1520.	-9.	-9.	70.2	15.09	0.05	J	PAIRITEL	perley10
1620.	-9.	-9.	70.2	15.06	0.05	J	PAIRITEL	perley10
1730.	-9.	-9.	70.2	15.18	0.05	J	PAIRITEL	perley10
1840.	-9.	-9.	70.2	15.19	0.05	J	PAIRITEL	perley10
1950.	-9.	-9.	70.2	15.23	0.05	J	PAIRITEL	perley10
2060.	-9.	-9.	70.2	15.3	0.06	J	PAIRITEL	perley10
2170.	-9.	-9.	70.2	15.43	0.07	J	PAIRITEL	perley10
2280.	-9.	-9.	70.2	15.54	0.08	J	PAIRITEL	perley10
2390.	-9.	-9.	70.2	15.64	0.07	J	PAIRITEL	perley10
2490.	-9.	-9.	70.2	15.64	0.07	J	PAIRITEL	perley10
2600.	-9.	-9.	70.2	15.6	0.08	J	PAIRITEL	perley10
2710.	-9.	-9.	70.2	15.85	0.09	J	PAIRITEL	perley10
2860.	-9.	-9.	117.	15.98	0.09	J	PAIRITEL	perley10
3080.	-9.	-9.	164.	16.	0.07	J	PAIRITEL	perley10
3350.	-9.	-9.	187.	16.17	0.07	J	PAIRITEL	perley10
3660.	-9.	-9.	211.	16.31	0.08	J	PAIRITEL	perley10
10800.	-9.	-9.	2150.	17.68	0.15	J	PAIRITEL	perley10
14900.	-9.	-9.	2270.	18.34	0.23	J	PAIRITEL	perley10
175.	-9.	-9.	23.4	15.93	0.77	H	PAIRITEL	perley10
210.	-9.	-9.	23.4	14.9	0.2	H	PAIRITEL	perley10
246.	-9.	-9.	23.4	14.59	0.14	H	PAIRITEL	perley10
282.	-9.	-9.	23.4	14.3	0.1	H	PAIRITEL	perley10
318.	-9.	-9.	23.4	14.07	0.12	H	PAIRITEL	perley10
355.	-9.	-9.	23.4	13.99	0.11	H	PAIRITEL	perley10
391.	-9.	-9.	23.4	13.96	0.11	H	PAIRITEL	perley10
427.	-9.	-9.	23.4	14.06	0.12	H	PAIRITEL	perley10
463.	-9.	-9.	23.4	13.82	0.09	H	PAIRITEL	perley10
499.	-9.	-9.	23.4	13.88	0.08	H	PAIRITEL	perley10
554.	-9.	-9.	46.8	13.77	0.06	H	PAIRITEL	perley10
626.	-9.	-9.	46.8	13.88	0.07	H	PAIRITEL	perley10
698.	-9.	-9.	46.8	13.91	0.07	H	PAIRITEL	perley10
771.	-9.	-9.	46.8	13.87	0.06	H	PAIRITEL	perley10
844.	-9.	-9.	46.8	13.98	0.08	H	PAIRITEL	perley10
917.	-9.	-9.	46.8	14.25	0.08	H	PAIRITEL	perley10
989.	-9.	-9.	46.8	14.1	0.08	H	PAIRITEL	perley10
1080.	-9.	-9.	70.2	14.47	0.09	H	PAIRITEL	perley10
1190.	-9.	-9.	70.2	14.36	0.06	H	PAIRITEL	perley10
1300.	-9.	-9.	70.2	14.38	0.08	H	PAIRITEL	perley10
1410.	-9.	-9.	70.2	14.44	0.06	H	PAIRITEL	perley10
1520.	-9.	-9.	70.2	14.26	0.06	H	PAIRITEL	perley10
1620.	-9.	-9.	70.2	14.35	0.06	H	PAIRITEL	perley10
1730.	-9.	-9.	70.2	14.4	0.06	H	PAIRITEL	perley10
1840.	-9.	-9.	70.2	14.45	0.05	H	PAIRITEL	perley10
1950.	-9.	-9.	70.2	14.53	0.06	H	PAIRITEL	perley10
2060.	-9.	-9.	70.2	14.56	0.07	H	PAIRITEL	perley10
