time_sec,flux,flux_err,band,source
179516.0,4.591652943351255e-13,4.2290686478251346e-14,R,454
316028.0,1.386657020576262e-13,2.554316627739551e-14,R,454
373916.0,1.386657020576262e-13,1.2771583138697756e-14,R,456
461480.0,5.942498144666784e-14,3.2839458343330828e-15,R,458
354294.0,1.1014608233223749e-13,1.5217243633794288e-14,R,462
440624.0,1.0518869200659315e-13,1.9376473133273865e-14,R,462
527144.0,4.3849945184839584e-14,6.058093806673058e-15,R,462
613694.0,3.1766477139214907e-14,8.777402006123085e-15,R,462
37400.0,1.13e-13,1.14e-15,R,Li_Liang
39300.0,1.12e-13,9.29e-16,R,Li_Liang
41300.0,1.05e-13,8.24e-15,R,Li_Liang
54600.0,8.61e-14,7.93e-15,R,Li_Liang
59300.0,8.12e-14,1.2e-15,R,Li_Liang
60300.0,8.69e-14,4.56e-15,R,Li_Liang
91000.0,6.03e-14,4.88e-15,R,Li_Liang
124000.0,5.44e-14,1.25e-15,R,Li_Liang
137000.0,5.33e-14,1.96e-15,R,Li_Liang
172000.0,3.36e-14,8.37e-15,R,Li_Liang
179000.0,4.39e-14,4.97e-15,R,Li_Liang
320000.0,3.59e-14,1.65e-15,R,Li_Liang
667000.0,3.18e-14,1.47e-15,R,Li_Liang
410000.0,2.58e-14,9.73e-16,R,Li_Liang
48384.0,2.0422963324779051e-13,2.63343421075842e-14,R,astro-ph/9903021
56332.8,1.4659486485370756e-13,1.7552451827124435e-14,R,astro-ph/9903026
57974.4,1.2886018705818988e-13,1.3055308015226941e-14,R,astro-ph/9903027
60480.0,1.2193229761500644e-13,1.5722531487198327e-14,R,astro-ph/9903028
60998.4,1.361817019236421e-13,1.1288518444365724e-14,R,astro-ph/9903029
144201.6,6.518066056436678e-14,9.005041042020947e-15,R,astro-ph/9903030
146448.0,5.782541488828368e-14,8.521468052349305e-15,R,astro-ph/9903032
68083.2,1.2419918827629684e-13,6.863500787687086e-15,R,astro-ph/9903033
69120.0,1.2193229761500644e-13,5.615189816856545e-15,R,astro-ph/9903034
70156.8,1.1970678237123288e-13,6.6152412628387976e-15,R,astro-ph/9903035
90374.4,7.982129280591994e-14,4.4110876540421786e-15,R,astro-ph/9903036
92188.8,8.358315443940892e-14,3.079317207001633e-15,R,astro-ph/9903037
95472.0,8.205758994201121e-14,3.0231133338798906e-15,R,astro-ph/9903041
98755.2,8.130528143545626e-14,3.744246580299342e-15,R,astro-ph/9903043
81251.2,7.336796003324247e-14,6.75743884303708e-15,R,130
255261.0,1.8429198331503907e-14,3.394783788316131e-15,R,130
79350.4,5.075822702414005e-14,9.350010951407391e-15,R,142
83497.6,4.6292053232503695e-14,8.527311335779986e-15,R,142
87385.6,2.9208310978116333e-14,5.380369715979599e-15,R,142
164454.0,3.2026276133674113e-14,5.899458080760719e-15,R,142
169638.0,4.2218854324084236e-14,7.777000368793885e-15,R,142
173872.0,4.6292053232503695e-14,8.527311335779986e-15,R,142
259667.0,4.6292053232503695e-14,8.527311335779986e-15,R,142
343907.0,1.3350773986695475e-14,2.459303452935815e-15,R,142
