T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
661.	-9.	-9.	60.	19.18	0.16	RC	P60	cenko09
765.	-9.	-9.	60.	18.73	0.23	ii	P60	cenko09
874.	-9.	-9.	60.	18.85	0.37	zz	P60	cenko09
983.	-9.	-9.	60.	18.98	0.14	RC	P60	cenko09
1090.	-9.	-9.	60.	18.87	0.25	ii	P60	cenko09
1230.	-9.	-9.	60.	18.79	0.35	zz	P60	cenko09
1340.	-9.	-9.	60.	19.14	0.15	RC	P60	cenko09
1450.	-9.	-9.	60.	18.95	0.19	ii	P60	cenko09
1560.	-9.	-9.	60.	18.78	0.5	zz	P60	cenko09
1700.	-9.	-9.	120.	19.35	0.14	RC	P60	cenko09
1890.	-9.	-9.	120.	19.21	0.18	ii	P60	cenko09
2070.	-9.	-9.	120.	19.23	0.37	zz	P60	cenko09
2250.	-9.	-9.	120.	20.82	0.22	gg	P60	cenko09
2440.	-9.	-9.	120.	19.61	0.17	RC	P60	cenko09
2620.	-9.	-9.	120.	19.46	0.23	ii	P60	cenko09
2810.	-9.	-9.	120.	19.65	0.38	zz	P60	cenko09
3000.	-9.	-9.	120.	20.69	0.26	gg	P60	cenko09
3180.	-9.	-9.	120.	19.95	0.16	RC	P60	cenko09
3380.	-9.	-9.	120.	19.71	0.32	ii	P60	cenko09
3560.	-9.	-9.	120.	20.02	0.39	zz	P60	cenko09
3760.	-9.	-9.	120.	20.98	0.22	gg	P60	cenko09
4180.	-9.	-9.	120.	20.08	0.16	RC	P60	cenko09
4360.	-9.	-9.	120.	20.23	0.17	RC	P60	cenko09
4530.	-9.	-9.	120.	20.25	0.17	RC	P60	cenko09
4720.	-9.	-9.	120.	20.08	0.19	ii	P60	cenko09
4890.	-9.	-9.	120.	20.22	0.2	ii	P60	cenko09
5080.	-9.	-9.	120.	20.17	0.2	ii	P60	cenko09
5260.	-9.	-9.	120.	20.07	0.38	zz	P60	cenko09
5440.	-9.	-9.	120.	19.86	0.35	zz	P60	cenko09
5620.	-9.	-9.	120.	19.93	0.36	zz	P60	cenko09
5810.	-9.	-9.	120.	21.52	0.28	gg	P60	cenko09
5990.	-9.	-9.	120.	21.09	0.22	gg	P60	cenko09
6170.	-9.	-9.	120.	21.33	0.26	gg	P60	cenko09
6360.	-9.	-9.	120.	19.97	0.16	RC	P60	cenko09
6530.	-9.	-9.	120.	19.68	0.17	RC	P60	cenko09
6720.	-9.	-9.	120.	19.75	0.16	RC	P60	cenko09
6900.	-9.	-9.	120.	19.63	0.18	ii	P60	cenko09
7080.	-9.	-9.	120.	19.48	0.18	ii	P60	cenko09
7260.	-9.	-9.	120.	19.48	0.18	ii	P60	cenko09
7450.	-9.	-9.	120.	19.29	0.37	zz	P60	cenko09
7630.	-9.	-9.	120.	19.05	0.35	zz	P60	cenko09
7820.	-9.	-9.	120.	19.16	0.36	zz	P60	cenko09
8000.	-9.	-9.	120.	20.54	0.18	gg	P60	cenko09
8180.	-9.	-9.	120.	20.34	0.18	gg	P60	cenko09
8370.	-9.	-9.	120.	20.37	0.18	gg	P60	cenko09
8550.	-9.	-9.	120.	19.31	0.15	RC	P60	cenko09
8730.	-9.	-9.	120.	19.27	0.16	RC	P60	cenko09
8910.	-9.	-9.	120.	19.31	0.16	RC	P60	cenko09
9090.	-9.	-9.	120.	19.1	0.19	ii	P60	cenko09
9280.	-9.	-9.	120.	19.07	0.18	ii	P60	cenko09
9460.	-9.	-9.	120.	19.09	0.18	ii	P60	cenko09
9640.	-9.	-9.	120.	18.95	0.36	zz	P60	cenko09
9830.	-9.	-9.	120.	18.91	0.35	zz	P60	cenko09
10000.	-9.	-9.	120.	18.85	0.35	zz	P60	cenko09
10200.	-9.	-9.	120.	20.36	0.19	gg	P60	cenko09
10400.	-9.	-9.	120.	20.36	0.19	gg	P60	cenko09
10600.	-9.	-9.	120.	20.32	0.18	gg	P60	cenko09
10800.	-9.	-9.	120.	19.21	0.17	RC	P60	cenko09
10900.	-9.	-9.	120.	19.22	0.17	RC	P60	cenko09
11100.	-9.	-9.	120.	19.24	0.17	RC	P60	cenko09
11300.	-9.	-9.	120.	19.11	0.18	ii	P60	cenko09
11800.	-9.	-9.	120.	19.1	0.17	ii	P60	cenko09
11900.	-9.	-9.	120.	19.14	0.17	ii	P60	cenko09
12100.	-9.	-9.	120.	18.89	0.34	zz	P60	cenko09
12300.	-9.	-9.	120.	18.98	0.35	zz	P60	cenko09
12500.	-9.	-9.	120.	18.96	0.35	zz	P60	cenko09
12700.	-9.	-9.	120.	20.46	0.17	gg	P60	cenko09
12900.	-9.	-9.	120.	20.41	0.17	gg	P60	cenko09
13000.	-9.	-9.	120.	20.48	0.16	gg	P60	cenko09
13200.	-9.	-9.	120.	19.31	0.14	RC	P60	cenko09
13400.	-9.	-9.	120.	19.32	0.14	RC	P60	cenko09
13600.	-9.	-9.	120.	19.36	0.14	RC	P60	cenko09
13800.	-9.	-9.	120.	19.21	0.17	ii	P60	cenko09
14000.	-9.	-9.	120.	19.25	0.17	ii	P60	cenko09
14200.	-9.	-9.	120.	19.2	0.17	ii	P60	cenko09
14400.	-9.	-9.	120.	19.01	0.35	zz	P60	cenko09
96200.	-9.	-9.	1920.	21.9	100.	RC	P60	cenko09
96200.	-9.	-9.	2160.	22.	100.	ii	P60	cenko09
96200.	-9.	-9.	1920.	22.3	100.	gg	P60	cenko09
