z=   3.6849999e+00 0.
TotalEnergy(erg)    7.6878264746981009e+05    1.0167057050490013e+06
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    5.5857257262500527e+05    1.9570435209375059e+06
Energy2(erg)    5.6109753955989180e+05   -1.8726926567379518e+06
Energy3(erg)    6.9721255454638391e+05    6.9201314348786173e+05
Energy4(erg)    6.5916185204275791e+05   -7.1374626095165254e+05
T_min_T_max    1.9295624568645570e+02    3.0757737835639673e+03
Interval1    1.9295624568645570e+02    1.4359783992692612e+03
Interval2    1.4359783992692612e+03    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    7.8903463173214277e+03
Interval4    7.8903463173214277e+03    3.0757737835639673e+03
