Time	Flux	Flux_err	Band
33359.904	3.4805452818306814e-13	6.352711080549101e-15	R
45779.904	1.9127018956782618e-13	1.753575638328838e-15	R
121379.904	3.9232617877832156e-14	1.7657586742903651e-15	R
135719.712	2.4302294996320893e-14	1.7262798231284553e-15	R
221279.904	8.196855673542978e-15	5.822522755351048e-16	R
307380.096	4.108159419465028e-15	5.30102143375883e-16	R
305640.0	4.422290707099822e-15	1.3628130335211635e-15	R
1167300.0	6.39215486584224e-15	4.540578563829865e-16	R
1598400.0	4.223254838511845e-15	2.9999305072861384e-16	R
1687560.0	5.077469090668676e-15	3.606709755233676e-16	R
34718.976	3.4201668108460593e-13	0.0	R
36446.976	1.2765778018359757e-13	1.64725016690669e-14	R
38793.6	1.2417875126712497e-13	8.820865387659447e-15	R
39312.864	9.333559240296326e-14	3.3760395078503055e-15	R
41078.016	9.163202585216067e-14	4.124120521222591e-15	R
42583.104	9.86386882842811e-14	2.688178098745303e-15	R
45005.76	9.419921600636764e-14	3.4072776168064537e-15	R
95250.816	6.699575539927769e-14	3.601881986708041e-15	R
103658.4	4.8311140291927326e-14	3.431714853717002e-15	R
124434.144	3.483752459236303e-14	3.356613828686348e-15	R
133191.648	3.357741731333332e-14	2.0965065496566416e-15	R
863294.976	1.636994756434072e-15	3.952072437628222e-16	R
38880.0	1.2532776310574448e-13	7.825214004791522e-15	R
39035.52	1.052076423272548e-13	1.920255882490356e-15	R
39614.4	9.419921600636764e-14	3.4072776168064537e-15	R
41376.96	9.683832932528221e-14	3.5027369223185604e-15	R
42880.32	1.0815517099987823e-13	2.947528672623847e-15	R
45308.16	1.0047251841532304e-13	3.634189090040826e-15	R
46811.52	8.512307196920776e-14	3.078984625253278e-15	R
124727.04	3.483752459236303e-14	3.356613828686348e-15	R
133488.0	3.715756860347817e-14	2.32004401111514e-15	R
131025.6	3.9268769099963514e-14	3.123847398627898e-15	R
863294.976	1.636994756434072e-15	3.952072437628222e-16	R
37350.72	8.076948026541657e-13	2.201192571324307e-14	R
37912.32	7.856828769409243e-13	2.141203962754203e-14	R
42232.32	6.718112749556565e-13	2.4300069755570055e-14	R
42940.8	6.415747867882597e-13	1.748469409468241e-14	R
45195.84	5.639586838178563e-13	1.5369439809125917e-14	R
46992.96	5.385763618684592e-13	1.467770106901783e-14	R
49386.24	4.957323816382049e-13	1.3510083663298686e-14	R
132390.72	9.273577127315935e-14	4.173797248312777e-15	R
132632.64	9.104315269179576e-14	3.2931197252141854e-15	R
132840.0	9.359384479998288e-14	5.031870775136312e-15	R
222739.2	4.317648547690882e-14	4.517781680621071e-15	R
1084320.0	2.0102371205244716e-14	2.5939378136949843e-15	R
1170720.0	1.9375248811277712e-14	2.0273337019030692e-15	R
1258850.0	1.7347915109374643e-14	2.238512687460325e-15	R
1341790.0	1.799895488117484e-14	2.3225205224092353e-15	R
1492990.0	1.955452578123578e-14	2.206610671861138e-15	R
