15.2056  0. 0.
15.2727   0. 0.
15.3251   0. 0.
15.3708   0. 0.
15.4321   0. 0.
15.4359   0. 0.
15.4396   0. 0.
15.4436   0. 0.
16.2839   0. 0.
17.4      0. 0.
18.2      0. 0.
19.2      0. 0.
20.2      0. 0.
21.2      0. 0.
22.2      0. 0.
23.2      0. 0.
25.2      0. 0.
26.2      0. 0.
27.2      0. 0.
28.4      0. 0.
29.4      0. 0.
34.4       0. 0.
35.4       0. 0.
47.4      0. 0.
59.        0. 0.
84.     0. 0.
