Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
           4734.5000              98.5000    3.1880467398459434e-05    9.1025288967253832e-06
           6166.5000              98.5000    3.7284187294917237e-05    8.5850016341117505e-06
          18160.5000             341.0000    3.3382947561041052e-05    8.3016445997265967e-06
          28015.0000             443.0000    3.5279683520721277e-05    3.8992548335487258e-06
          40863.5000             198.0000    1.9567019453739351e-05    4.6856917749757954e-06
          56932.5000             187.5000    1.7042161473085093e-05    4.0810669213590246e-06
          74322.0000             237.0000    1.4438586360539199e-05    2.9256545713797535e-06
          91808.5000             384.5000    1.0654293904272093e-05    2.2569825504464162e-06
         109153.5000             389.5000    5.2423337702715792e-06    1.5450777522461753e-06
         130983.0000            3525.0000    2.5323554435033810e-06    3.7318169998300898e-07
         305067.5000            5075.5000    6.5392005183673503e-07    2.1682175136700543e-07
