white   18.501    0.110
v       19.762  100.000
uvm2    17.896  100.000
uvw1    18.628    0.310
u       18.800    0.160
b       19.899    0.210
white   18.341    0.060
uvw2    18.424    0.230
v       19.402    0.270
uvm2    17.976    0.180
uvw1    18.458    0.250
u       18.560    0.190
b       19.539    0.130
b       19.589    0.130
b       19.639    0.120
white   18.431    0.070
white   18.451    0.050
white   18.331    0.080
uvw2    18.264    0.480
v       19.522    0.250
v       19.272    0.210
v       19.382    0.220
uvm2    18.816    0.810
uvw1    18.578    0.270
u       18.570    0.120
u       18.490    0.120
u       18.540    0.110
b       19.619    0.140
b       19.449    0.130
b       19.579    0.160
white   18.341    0.130
white   18.351    0.110
white   18.401    0.220
uvw1    18.518    0.120
u       18.350    0.100
u       18.460    0.210
uvw1    19.158    0.260
u       18.770    0.170
b       19.809    0.190
uvw2    18.904    0.460
v       19.292    0.280
uvm2    18.846    0.540
uvw1    19.308    0.260
u       19.300    0.210
b       19.979    0.220
uvw2    19.794    0.270
v       19.862  100.000
uvm2    18.946    0.330
uvw1    19.488    0.220
u       19.340    0.190
b       20.429    0.270
uvw2    19.914    0.600
v       19.832    0.350
uvm2    19.236    0.370
uvw1    19.818    0.230
u       19.620    0.180
b       20.559    0.230
uvw2    20.684    0.430
v       20.362  100.000
uvm2    19.976    0.600
uvw1    20.588    0.320
u       20.730    0.350
b       20.849    0.270
uvw2    20.664    0.400
v       20.362  100.000
uvm2    20.666    0.740
uvw2    21.414    0.190
uvw1    21.378    0.160
u       21.670    0.260
b       22.579  100.000
v       21.482    0.340
uvm2    21.706    0.210
uvw2    22.904    0.310
uvw1    22.848    0.360
u       22.210    0.340
b       22.779  100.000
v       21.762  100.000
uvm2    22.926    0.330
v       22.162  100.000
b       23.179  100.000
white   22.471    0.220
u       23.710    0.230
uvw1    23.238  100.000
uvm2    22.696  100.000
uvw2    22.664  100.000
RC      20.371    0.340
RC      20.031    0.220
RC      20.031    0.220
RC      20.031    0.220
RC      19.181    0.100
RC      19.281    0.110
RC      19.181    0.100
RC      19.071    0.100
RC      18.871    0.100
RC      19.001    0.170
RC      18.661    0.110
RC      19.051    0.100
RC      19.041    0.110
RC      19.121    0.110
RC      19.411    0.300
RC      20.771    0.210
RC      20.831    0.260
RC      21.351    0.860
RC      19.501    0.030
RC      19.511    0.020
RC      19.501    0.020
RC      19.531    0.020
RC      19.531    0.020
RC      19.511    0.020
RC      19.541    0.020
RC      19.531    0.030
RC      19.531    0.020
RC      19.961    0.030
RC      20.001    0.020
RC      21.151    0.020
RC      21.331    0.020
RC      22.551    0.060
RC      23.121    0.090
RC      23.661    0.190
RC      24.401    0.300
RC      25.481    0.770
RC      25.861    1.080
