135.5555556	3.86E-13	1.70E-13	0.125	0.47
808.3555556	1.40E-13	2.83E-14	0.125	0.47
1374.755556	1.02E-13	3.20E-14	0.125	0.47
1697.28	1.40E-13	2.83E-14	0.125	0.47
2012.177778	1.40E-13	2.83E-14	0.125	0.47
2327.022222	1.40E-13	2.83E-14	0.125	0.47
4208.444444	4.04E-13	1.87E-13	0.125	0.47
4389.777778	3.12E-13	1.36E-13	0.125	0.47
4572	2.35E-13	1.11E-13	0.125	0.47
4753.333333	4.49E-13	1.92E-13	0.125	0.47
4935.555556	6.48E-13	2.16E-13	0.125	0.47
5117.777778	2.40E-13	1.12E-13	0.125	0.47
5299.111111	5.49E-13	2.35E-13	0.125	0.47
5475.822222	3.06E-13	2.82E-14	0.125	0.47
5481.333333	4.74E-13	2.02E-13	0.125	0.47
5643.555556	3.90E-13	1.72E-13	0.125	0.47
9123.822222	2.79E-13	2.83E-14	0.125	0.47
9213.777778	3.26E-13	1.43E-13	0.125	0.47
9484	3.11E-13	1.37E-13	0.125	0.47
9752.444444	2.98E-13	1.31E-13	0.125	0.47
10022.66667	4.12E-13	1.78E-13	0.125	0.47
10292.88889	4.05E-13	1.74E-13	0.125	0.47
10563.11111	4.53E-13	1.95E-13	0.125	0.47
10937.77778	7.51E-13	3.83E-13	0.125	0.47
12349.42222	3.06E-13	2.82E-14	0.125	0.47
14354.22222	2.15E-13	9.88E-14	0.125	0.47
14624.44444	2.71E-13	1.19E-13	0.125	0.47
14893.77778	2.45E-13	1.09E-13	0.125	0.47
15114.22222	3.39E-13	3.12E-14	0.125	0.47
15426.66667	2.46E-13	2.16E-13	0.125	0.47
16142.66667	4.24E-13	1.86E-13	0.125	0.47
18639.37778	4.07E-13	3.75E-14	0.125	0.47
19498.22222	3.86E-13	1.62E-13	0.125	0.47
19767.55556	4.16E-13	1.74E-13	0.125	0.47
20036.88889	3.97E-13	1.65E-13	0.125	0.47
20308.88889	3.03E-13	1.34E-13	0.125	0.47
20577.33333	3.53E-13	1.55E-13	0.125	0.47
20847.55556	3.14E-13	1.41E-13	0.125	0.47
21117.77778	4.49E-13	1.99E-13	0.125	0.47
21388	4.45E-13	1.95E-13	0.125	0.47
21561.33333	4.24E-13	2.01E-13	0.125	0.47
22224.35556	3.61E-13	5.65E-14	0.125	0.47
23721.24444	4.94E-13	5.00E-14	0.125	0.47
24902.22222	4.48E-13	1.68E-13	0.125	0.47
25444.62222	2.48E-13	6.84E-14	0.125	0.47
25444.88889	4.75E-13	1.95E-13	0.125	0.47
25628	4.28E-13	1.91E-13	0.125	0.47
28195.55556	3.45E-13	3.18E-14	0.125	0.47
29691.64444	3.48E-13	3.53E-14	0.125	0.47
31190.75556	3.23E-13	3.28E-14	0.125	0.47
36323.11111	2.46E-13	1.09E-13	0.125	0.47
36359.11111	3.20E-13	1.40E-13	0.125	0.47
36422.22222	2.55E-13	1.18E-13	0.125	0.47
36731.11111	2.66E-13	1.25E-13	0.125	0.47
36752.88889	4.16E-13	2.08E-13	0.125	0.47
36941.33333	2.39E-13	1.58E-13	0.125	0.47
45861.15556	2.28E-13	6.30E-15	0.125	0.47
45991.64444	2.26E-13	4.16E-15	0.125	0.47
46071.55556	2.28E-13	4.20E-15	0.125	0.47
46152.17778	2.22E-13	4.08E-15	0.125	0.47
46233.6	2.22E-13	4.08E-15	0.125	0.47
46320.35556	2.26E-13	4.16E-15	0.125	0.47
46401.06667	2.20E-13	4.05E-15	0.125	0.47
46482.4	2.22E-13	6.12E-15	0.125	0.47
46563.82222	2.22E-13	4.08E-15	0.125	0.47
49920	2.19E-13	2.38E-14	0.125	0.47
50606.66667	2.14E-13	9.52E-14	0.125	0.47
50646.22222	1.95E-13	9.05E-14	0.125	0.47
50708.88889	2.19E-13	1.04E-13	0.125	0.47
51221.33333	2.17E-13	1.13E-13	0.125	0.47
51722.49778	2.22E-13	2.04E-15	0.125	0.47
51987.37778	2.26E-13	2.08E-15	0.125	0.47
56877.31556	1.93E-13	1.78E-15	0.125	0.47
57140.71111	2.00E-13	1.84E-15	0.125	0.47
60896.25778	1.86E-13	1.71E-15	0.125	0.47
61164.97778	1.91E-13	1.76E-15	0.125	0.47
64538.11556	1.71E-13	1.58E-15	0.125	0.47
64674.75556	1.76E-13	1.62E-15	0.125	0.47
66064	1.81E-13	7.75E-14	0.125	0.47
66081.77778	1.88E-13	8.59E-14	0.125	0.47
66145.33333	1.46E-13	7.38E-14	0.125	0.47
66452	1.62E-13	8.36E-14	0.125	0.47
66525.77778	1.64E-13	1.01E-13	0.125	0.47
66697.77778	1.65E-13	9.04E-14	0.125	0.47
66823.64444	1.49E-13	4.12E-15	0.125	0.47
69116.88889	1.44E-13	2.65E-15	0.125	0.47
69118.46222	1.52E-13	1.40E-15	0.125	0.47
69382.57778	1.59E-13	1.47E-15	0.125	0.47
69404.16	1.49E-13	1.37E-15	0.125	0.47
69674.48889	1.56E-13	1.44E-15	0.125	0.47
69690.62222	1.61E-13	1.48E-15	0.125	0.47
69958.57778	1.67E-13	1.53E-15	0.125	0.47
70000.12444	1.44E-13	1.32E-15	0.125	0.47
70265.77778	1.51E-13	1.39E-15	0.125	0.47
81607.55556	1.33E-13	5.83E-14	0.125	0.47
