time_sec	flux	flux_err	band	source
885.0	2.8257292999567864e-14	2.378611056245787e-15	I	manual
1173.0	3.155953203298428e-14	2.3708819010495424e-15	I	manual
2469.0	3.4580206304134464e-14	2.2294682913596446e-15	R	manual
2829.0	2.5534687947876443e-14	2.14943062916656e-15	I	manual
19867.0	1.7835911737949736e-13	3.127210590218667e-14	v	manual
21132.0	1.0036434660275148e-13	1.452262746480657e-14	J	manual
25651.0	1.1758582556019812e-13	2.8535090884917744e-14	u	manual
42539.0	3.323375864743654e-13	3.3784243516687064e-14	J	manual
112910.0	1.192570337250722e-13	5.495232853449479e-15	r'	manual
21144.0	3.56848604682323e-13	3.287182487113528e-14	r'	manual
112930.0	5.775365331997185e-14	5.8710286381969406e-15	J	manual
