time_sec	flux	flux_err	band	logF	logT	mag	mag_err
21144.0	2.471154057008572e-13	2.323539432100285e-14	g'	-12.607100178910692	4.325187150123654	19.9	0.1
21144.0	3.313390468783394e-13	3.0521960795250356e-14	r'	-12.47972738136961	4.325187150123654	19.3	0.1
21144.0	2.965183589452879e-13	2.7541046505810118e-14	i'	-12.527948412108161	4.325187150123654	19.2	0.1
21144.0	2.7403470007200433e-13	2.604307254848948e-14	z'	-12.562194440480274	4.325187150123654	19.1	0.1
21132.0	9.808097388097212e-14	1.4192225558909105e-14	J	-13.008415230539441	4.324940602014902	19.0	0.15
21132.0	6.218116300551135e-14	9.426043273310477e-15	H	-13.206341159389119	4.324940602014902	18.7	0.15
21132.0	2.2006783050786667e-14	3.5370579181660348e-15	K	-13.657443437928304	4.324940602014902	19.0	0.15
2469.0	3.2229341658667924e-14	2.077902446487301e-15	R	-13.491748565630322	3.3925210899319325	21.62	0.07
885.0	2.691006467428163e-14	2.2652055651443458e-15	I	-13.570085258473709	2.9469432706978256	21.32	0.09
2829.0	2.4317265780747762e-14	2.0469518168155227e-15	I	-13.614085258473708	3.4516329474569907	21.43	0.09
1173.0	3.005486223010313e-14	2.257844914348401e-15	I	-13.522085258473709	3.0692980121155293	21.2	0.08
-474.0	4.942136559630217e-14	2.3882581145084196e-15	I	-13.306085258473708		20.66	0.05
112910.0	7.061546464530293e-14	3.5157022072237815e-15	g'	-13.151100178910694	5.0527324074032185	21.26	0.05
112910.0	1.1073186603372142e-13	5.102402509482708e-15	r'	-12.95572738136961	5.0527324074032185	20.49	0.05
112910.0	1.137762427487871e-13	5.4144590012983296e-15	i'	-12.943948412108162	5.0527324074032185	20.24	0.05
112910.0	1.2072731988628143e-13	6.237645073853913e-15	z'	-12.918194440480272	5.0527324074032185	19.99	0.05
112930.0	5.643970946403378e-14	5.7374578324774046e-15	J	-13.248415230539441	5.052809328140562	19.6	0.1
42539.0	3.247766287731099e-13	3.301562375595383e-14	J	-12.488415230539442	4.628787276361574	17.7	0.1
42539.0	2.9761775790056905e-13	3.3108869546187366e-14	H	-12.52634115938912	4.628787276361574	17.0	0.1
42539.0	4.3663660203975716e-13	4.889472640500476e-14	Ks	-12.359879861394601	4.628787276361574	16.1	0.1
19867.0	1.6182591645542612e-13	2.837330253403814e-14	v	-12.790951924798785	4.29813229177961	20.23	0.19
25651.0	1.0032217839775384e-13	2.4345642552701014e-14	u	-12.998603046132056	4.4091043006765425	21.21	0.26
