z=   3.0820000e+00 0.
TotalEnergy(erg)    2.2243439959302424e+06    3.1314106202492910e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    1.3974265139493451e+07    1.0008623919580874e+06
Energy2(erg)    1.2215800972099323e+07   -8.4625660693154996e+05
Energy3(erg)    2.6309795568692936e+06    3.3834628777362290e+05
Energy4(erg)    4.5166948575924052e+05    2.5523850872723834e+05
T_min_T_max    3.0842724025122379e+01    2.4428956291192840e+03
Interval1    3.0842724025122379e+01    1.9007395878415437e+02
Interval2    1.9007395878415437e+02    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    2.0000000000000000e+03
Interval4    2.0000000000000000e+03    2.4428956291192840e+03
