z=   3.0820000e+00 0.
TotalEnergy(erg)    6.7151447370488811e+06    7.1200440043583058e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    7.6657770726422921e+07    2.2927967403596784e+06
Energy2(erg)    6.8925855721345901e+07   -2.0482463291820923e+06
Energy3(erg)    1.1397674301623229e+07    9.5579550456937018e+05
Energy4(erg)    8.7805448498909897e+05    5.5705175611756241e+05
T_min_T_max    1.7883390419649988e+01    3.6092601514068947e+03
Interval1    1.7883390419649988e+01    1.6543752748853447e+02
Interval2    1.6543752748853447e+02    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    2.0000000000000000e+03
Interval4    2.0000000000000000e+03    3.6092601514068947e+03
