Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            385.0000             193.5000    1.6597436417736567e+48    6.1147217244135721e+46
            728.0000               9.5000    6.7926776877206058e+47    1.0010060054734358e+47
           1065.0000             196.0000    3.3116238614021447e+47    1.5250591912768679e+46
           1413.0000               9.5000    3.1625762331605039e+47    6.4082489676208575e+46
           1571.0000               9.5000    3.2213729160461467e+47    6.2306877939571165e+46
           1724.0000               9.5000    2.8316593228729033e+47    5.9985257943470384e+46
           1883.0000               9.5000    2.2910839387745984e+47    5.6974491461758020e+46
           2041.0000               9.5000    1.9410691162318250e+47    5.1845932506012077e+46
           2199.0000               9.5000    3.9814476003228546e+47    7.3340977255656489e+46
           6555.0000              97.5000    6.6075581333081878e+46    1.0345836401851030e+46
           7947.0000              63.5000    5.2004507904287271e+46    1.7243252368719319e+46
          18360.0000             435.5000    1.8708586858659111e+46    3.7908740717638493e+45
