z=   3.0820000e+00 0.
TotalEnergy(erg)    5.8671676561568964e-02    8.2357134942968326e-04
Energy1(erg)    1.9819554723079115e+01    6.9709886213641614e-01
Energy2(erg)   -1.9866862298668934e+01    7.0799596309421309e-01
Energy3(erg)    1.3798233741416246e+02    2.0401652665637164e+00
Energy4(erg)    1.3337865948620481e+01    5.5047045598257216e-01
T_min_T_max    3.1651153111929172e+01    2.6099462463147916e+03
Interval1    3.1651153111929172e+01    1.9500615716827232e+02
Interval2    1.9500615716827232e+02    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    2.0000000000000000e+03
Interval4    2.0000000000000000e+03    2.6099462463147916e+03
