120269	19.2	0	Clear	23237
198720	20.37	0.04	r	23246
185674	20.9	0.2	g	23252
189000	20.73	0.05	g'	23255
190339	20.27	0.08	r'	23255
192326	19.94	0.07	i'	23255
193648	19.62	0.07	z'	23255
272765	20.28	0.06	Ic	23256
119394	19.51	0.01	r	23238
119394	19.2	0.01	i	23238
119394	18.93	0.03	z	23238
119394	18.75	0.03	Y	23238
119394	18.6	0.05	J	23238
119394	18.28	0.04	H	23238
83600	18.9	0.23	u	23241
87200	18.87	0.11	u	23241
92800	19.05	0.17	u	23241
210150	20.46	0.01	r	23243
210150	20.08	0.01	i	23243
210150	19.74	0.02	z	23243
210150	19.57	0.02	Y	23243
210150	19.33	0.02	J	23243
210150	19.08	0.03	H	23243
179446	19.89	0.05	R	23244
248696	20.53	0.07	R	23249
79013	19.2	0	Clear	23245
173218	20.97	0.02	g	23287
173218	20.38	0.02	r	23287
173218	20.04	0.02	i	23287
322618	21.21	0.03	r	23288
409018	21.99	0.05	r	23288
581818	22.28	0.1	r	23288
