183.4	0.640002	0.079978	R
633.0	0.747037	0.079896	R
3485.0	0.594901	0.003835	R
3934.3	0.542556	0.002998	R
4323.1	0.499396	0.00368	R
5224.8	0.411571	0.005686	R
5976.5	0.36178	0.003665	R
6710.9	0.326923	0.003011	R
35202.8	0.076161	0.010789	R
41022.7	0.067054	0.009908	R
46782.6	0.062348	0.009236	R
58332.6	0.056926	0.007609	R
75672.9	0.045761	0.006382	R
78040.3	0.038587	0.001031	R
79543.0	0.045967	0.002329	R
79983.6	0.039668	0.001535	R
80389.7	0.031905	0.005954	R
81115.4	0.043157	0.00671	R
81521.5	0.048792	0.007668	R
82074.5	0.037536	0.001901	R
82265.3	0.043496	0.002003	R
83529.1	0.036513	0.000673	R
83961.1	0.038773	0.003033	R
84462.2	0.038424	0.002898	R
84877.0	0.039126	0.002987	R
85289.3	0.039278	0.003903	R
85703.3	0.041168	0.006569	R
86118.0	0.034233	0.002049	R
86890.1	0.037058	0.003029	R
88209.6	0.036724	0.002865	R
89540.2	0.035634	0.00348	R
90047.4	0.040398	0.006585	R
90557.1	0.035846	0.001849	R
91279.2	0.035098	0.003082	R
92598.7	0.03627	0.003659	R
93012.7	0.027693	0.005036	R
93520.6	0.037192	0.002432	R
94260.0	0.034158	0.002932	R
94864.8	0.036851	0.00112	R
95579.5	0.032905	0.003237	R
95590.6	0.032995	0.00076	R
96086.7	0.032822	0.006583	R
97059.4	0.031772	0.00245	R
99028.6	0.03515	0.004954	R
164921.8	0.018812	0.00052	R
169589.8	0.018457	0.001612	R
170309.3	0.017476	0.001143	R
170892.0	0.019664	0.001592	R
171026.4	0.016951	0.003608	R
172931.0	0.020765	0.002372	R
174246.7	0.015261	0.001499	R
176588.2	0.011954	0.002988	R
178564.3	0.01679	0.001891	R
180499.7	0.0178	0.001669	R
182478.2	0.019339	0.000837	R
192492.0	0.019664	0.001676	R
