z=   2.2960000e+00 0.
Total_Energy(erg)    1.5855558830685655e+06    5.0561280584817150e+03
Total_Energy_common(erg)            -NaN                      -NaN
T_min_T_max    1.0573422317859706e+03    5.5363531489321875e+04
