Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
        77068.8            -9.0            -9.0    -9.0000  3000.0000 IC   21.890   0.2000  -9.0000  -9.0000  -9.0000 CAHA tagliaferri05 0 Landolt  0.000  0.000 0 I1
        85276.8            -9.0            -9.0    -9.0000  3000.0000 IC   22.030   0.2000  -9.0000  -9.0000  -9.0000 CAHA tagliaferri05 0 Landolt  0.000  0.000 0 I1
        92880.0            -9.0            -9.0    -9.0000  3000.0000 IC   22.400   0.2000  -9.0000  -9.0000  -9.0000 CAHA tagliaferri05 0 Landolt  0.000  0.000 0 I1
           86.0           144.0            -9.0    -9.0000    -9.0000 IC   15.300 100.0000  -9.0000  -9.0000  -9.0000 TAROT boer07 1 NNN  0.000  0.000 0 nnn
          150.0           253.0            -9.0    -9.0000    -9.0000 IC   15.220   0.2600  -9.0000  -9.0000  -9.0000 TAROT boer07 0 NNN  0.000  0.000 0 nnn
          312.0           443.0            -9.0    -9.0000    -9.0000 IC   15.260   0.3000  -9.0000  -9.0000  -9.0000 TAROT boer07 0 NNN  0.000  0.000 0 nnn
          449.0           589.0            -9.0    -9.0000    -9.0000 IC   14.070   0.2400  -9.0000  -9.0000  -9.0000 TAROT boer07 0 NNN  0.000  0.000 0 nnn
          595.0           978.0            -9.0    -9.0000    -9.0000 IC   15.500 100.0000  -9.0000  -9.0000  -9.0000 TAROT boer07 1 NNN  0.000  0.000 0 nnn
          985.0          1666.0            -9.0    -9.0000    -9.0000 IC   15.800 100.0000  -9.0000  -9.0000  -9.0000 TAROT boer07 1 NNN  0.000  0.000 0 nnn
           -9.0            -9.0        107532.0     0.0010    -9.0000 IC   20.200 100.0000  -9.0000  -9.0000  -9.0000 PROMPT haislip06 1 NNN  0.000  0.000 0 nnn
