time	flux	flux_err	band
12960.00	1.7605456407685369e-13	1.2505791810261827e-14	R
15552.00	1.252123851118046e-13	8.894288134393586e-15	R
16416.00	6.160944383197938e-14	7.453355454241985e-15	g
26784.00	6.39215486584224e-14	7.213162467325858e-15	g
83808.00	3.003635912751421e-14	5.282250734311044e-15	g
83808.00	3.712336097366883e-14	5.67143185173939e-15	R
83808.00	1.3782789805488162e-14	2.834730709718963e-15	i
83808.00	9.14883829454352e-15	2.8193886144491058e-15	z
87264.00	2.2576015173192438e-14	3.9702605838527444e-15	g
87264.00	4.8489453373415925e-14	6.644095319211232e-15	R
87264.00	1.3782789805488162e-14	3.034555308155499e-15	i
108000.00	9.802506365506486e-15	2.502266450696819e-15	i
109728.00	1.0455315267784142e-14	2.150363147639329e-15	i
113184.00	2.8421519198582633e-14	6.052482176599809e-15	R
114912.00	1.1848061185603424e-14	1.0425009589810951e-15	g
116640.00	2.1166414094167404e-14	1.3215884166155963e-15	R
116640.00	9.447940139333873e-15	4.2522735309568316e-16	i
374112.00	1.1211075783953591e-15	2.3874457902402235e-16	R
