time_sec	mag	mag_err	band
9.14302	7.896822263539215	0.032626645751023184	R
10.45816	6.918464754492197	0.0326164019062034	R
11.96247	6.591809980964232	0.03260488784077283	R
13.08373	6.070495510350458	0.03267355681608576	R
13.68317	5.94058668505315	0.032590091718278834	R
14.96571	5.74503697147943	0.032632237733035196	R
17.90269	5.548839696741493	0.032634845460938	R
21.41605	5.614818953180524	0.03267879240365377	R
23.42339	5.810107683637938	0.03257208614274388	R
19.58073	5.87593003044381	0.03257208614274388	R
33.51906	6.3971420005897475	0.032626921304600355	R
33.51906	6.070495510350458	0.03267355681608576	R
35.05477	5.87593003044381	0.03257208614274388	R
38.34048	5.74503697147943	0.032632237733035196	R
43.85543	5.74503697147943	0.032632237733035196	R
47.96604	6.070495510350458	0.03267355681608576	R
50.16365	6.462107885881809	0.032601194351986724	R
52.46194	6.591809980964232	0.03260488784077283	R
52.46194	6.853946595476483	0.03265560431234065	R
57.37925	7.177486692884094	0.03257208614274388	R
60.00813	7.374315275323903	0.032572086142743886	R
62.75746	7.57361796949151	0.03273413632255853	R
65.63275	7.7683349087280735	0.03266902687531157	R
68.63978	8.2227112457559	0.032557354308215276	R
78.51301	8.74396785874244	0.0326197061517245	R
98.22406	9.006672398793842	0.03275405310443519	R
112.35274	9.265757194605126	0.03261058742660055	R
128.5137	10.440235234713278	0.032594800289286935	R
160.77765	10.700835363924423	0.03262983806852889	R
183.90411	11.28769468914328	0.03272081712969705	R
192.32985	11.419300651418009	0.03273998349399514	R
240.61514	11.940851861124512	0.032617325151275474	R
240.61514	12.200225454970418	0.03257208614274388	R
843.47077	13.765611157573687	0.03254779674219	R
1207.01332	14.224210914518254	0.0326461978290755	R
1380.63164	14.550230630782204	0.032672153995716983	R
1651.57702	14.874315275323903	0.03257208614274388	R
1806.38092	14.943937597170605	0.03271589226257939	R
1806.38092	15.14045360260962	0.032744425222864214	R
1975.69474	15.396822263539214	0.032626645751023184	R
2066.21304	15.527708502573978	0.03262132587992112	R
2956.76712	15.919192175964987	0.03266035737890308	R
3868.55377	16.24396785874244	0.0326197061517245	R
4425.01143	16.441920973861503	0.03257208614274388	R
4839.772	16.635312165442446	0.03260622879069225	R
6925.75184	16.96371030972419	0.0326644892239999	R
7243.0616	17.16073978701234	0.03268287555139267	R
8664.49371	17.354270345284284	0.03263828956986328	R
9910.80541	17.61490568965541	0.03265625174001196	R
10839.75472	17.749117837062347	0.03276256617866636	R
12398.95872	17.940235234713278	0.032594800289286935	R
14182.44058	18.136372737026704	0.03265372044385351	R
16965.70786	18.332694392477777	0.032604690833577456	R
20295.18414	18.593051747944212	0.03273784739537871	R
22197.47124	18.657062593094413	0.032528129211377155	R
24278.06153	18.78769468914328	0.032720817129697044	R
59472.89318	20.02605987620793	0.03257208614274388	R
77812.71767	20.28789825250797	0.03257208614274388	R
89005.39715	20.548839696741492	0.032634845460938	R
174279.0309	21.59180998096423	0.032604887840772825	R
510706.2894	23.354097012215842	0.03258871303715059	R
799325.6241	23.48468355608494	0.03262834190464845	R
2140000.0	24.85427034528428	0.03263828956986328	R
4590000.0	26.15706259309441	0.032528129211377155	R
