time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
93118.0	3.9645992131821335e-14	2.1909184915125844e-15	R	-13.419748565630323	4.969033639575019	21.44	0.06	manual
371636.0	1.1329201219861007e-14	1.0434579937752764e-15	R	-13.963748565630324	5.5701177770225465	22.8	0.1	manual
124766.92	1.3620695699263099e-14	6.272562174666265e-16	R	-13.883748565630324	5.096099454210071	22.6	0.05	manual
60117.4	3.7239552801205164e-14	4.595294659057298e-15	Ic	-13.441540010381056	4.7790001896449095	20.98	0.13	manual
61568.2	4.0712325745003567e-14	4.5012591750098626e-15	Rc	-13.407808207610708	4.7893564567993	21.39	0.12	manual
62219.8	4.0339072899029986e-14	4.4599913828414595e-15	Rc	-13.411808207610706	4.793928610774035	21.4	0.12	manual
62867.8	3.78203821447439e-14	1.2192349796912707e-14	Rc	-13.439808207610708	4.798428262885936	21.47	0.35	manual
239911.0	1.124044475558113e-13	1.0641545652397368e-14	V	-12.971905772074567	5.380050160972334	20.7	0.1	manual
239911.0	4.113384341006215e-14	3.788566986142419e-15	R	-13.40374856563032	5.380050160972334	21.4	0.1	manual
2993753.8	5.3235249084157145e-14	9.806295277040412e-15	R	-13.291748565630323	6.47621608201308	21.12	0.2	manual
432000.0	4.945375699103938e-14	9.109718691209389e-15	R	-13.323748565630323	5.635483746814912	21.2	0.2	manual
262280.0	1.8729332230209096e-13	6.937147090291425e-14	g'	-12.754809089033962	5.418765174994478	20.3	0.4	manual
