z=   3.9670000e+00 0.
TotalEnergy(erg)    2.8446754345667716e+06    8.4784197721464769e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    2.9687688698308067e+06    1.6306828189163418e+06
Energy2(erg)    3.0158102109040958e+06   -2.1940446716143335e+06
T_min_T_max    5.3895711614416825e+02    2.2539963726199662e+03
Interval1    5.3895711614416825e+02    6.7782107783108004e+03
Interval2    6.7782107783108004e+03    2.2539963726199662e+03
