9042.000000	66.000000	G	20.725650	0.050000	
9158.000000	66.000000	G	20.745650	0.040000
9266.000000	66.000000	G	20.805650	0.060000
9373.000000	66.000000	G	20.795650	0.060000
9514.000000	115.000000	G	20.815650	0.050000
9711.000000	115.000000	G	20.855650	0.030000
9903.000000	115.000000	G	20.895650	0.030000
10091.000000	115.000000	G	20.895650	0.020000
10423.000000	375.000000	G	20.905650	0.020000
10868.000000	375.000000	G	20.945650	0.020000
11320.000000	375.000000	G	21.005650	0.020000
11780.000000	375.000000	G	21.035650	0.020000
97805.000000	1500.000000	G	23.415650	0.080000
99600.000000	1500.000000	G	23.565650	0.100000
182130.000000	1500.000000	G	24.175650	0.200000
183945.000000	1500.000000	G	24.185650	0.150000
185758.000000	1500.000000	G	24.105650	0.130000
187575.000000	1500.000000	G	24.175650	0.130000
9042.000000	66.000000	R	20.420150	0.040000
9158.000000	66.000000	R	20.450150	0.030000
9266.000000	66.000000	R	20.430150	0.030000
9373.000000	66.000000	R	20.480150	0.060000
9514.000000	115.000000	R	20.440150	0.040000
9711.000000	115.000000	R	20.510150	0.020000
9903.000000	115.000000	R	20.520150	0.020000
10091.000000	115.000000	R	20.500150	0.030000
10423.000000	375.000000	R	20.560150	0.020000
10868.000000	375.000000	R	20.630150	0.010000
11320.000000	375.000000	R	20.650150	0.010000
11780.000000	375.000000	R	20.710150	0.020000
97805.000000	1500.000000	R	23.160150	0.070000
99600.000000	1500.000000	R	23.230150	0.100000
182130.000000	1500.000000	R	23.550150	0.120000
183945.000000	1500.000000	R	23.670150	0.110000
185758.000000	1500.000000	R	23.670150	0.110000
187575.000000	1500.000000	R	23.570150	0.090000
9042.230000	66.000000	I	19.777750	0.060000
9158.170000	66.020000	I	19.807750	0.050000
9265.570000	66.020000	I	19.737750	0.040000
9373.400000	66.020000	I	19.897750	0.060000
9513.710000	114.900000	I	19.917750	0.050000
9710.880000	114.900000	I	19.837750	0.040000
9903.370000	114.900000	I	19.917750	0.040000
10090.860000	114.900000	I	19.917750	0.050000
10422.720000	375.220000	I	20.007750	0.030000
10868.380000	375.220000	I	19.987750	0.020000
11319.730000	375.220000	I	20.057750	0.020000
11780.330000	375.220000	I	20.067750	0.020000
97804.660000	1500.000000	I	22.627750	0.120000
99600.230000	1500.000000	I	22.537750	0.120000
184852.750000	6000.000000	I	23.437750	0.150000
9042.230000	66.000000	Z	19.371900	0.080000
9158.170000	66.020000	Z	19.441900	0.070000
