9042.000000	66.000000	G	20.725650	0.050000	
9265.570000	66.020000	Z	19.361900	0.050000
9373.400000	66.020000	Z	19.441900	0.080000
9513.710000	114.900000	Z	19.551900	0.100000
9710.880000	114.900000	Z	19.581900	0.060000
9903.370000	114.900000	Z	19.541900	0.050000
10090.860000	114.900000	Z	19.531900	0.040000
10422.720000	375.220000	Z	19.551900	0.040000
10868.380000	375.220000	Z	19.591900	0.040000
11319.730000	375.220000	Z	19.671900	0.020000
11780.330000	375.220000	Z	19.661900	0.050000
97804.660000	1500.000000	Z	22.281900	0.210000
99600.230000	1500.000000	Z	22.511900	0.280000
184852.750000	6000.000000	Z	23.261900	0.250000
9214.080000	240.000000	J	18.686200	0.070000
9826.390000	480.000000	J	18.936200	0.050000
11124.380000	1200.000000	J	19.026200	0.040000
9214.080000	240.000000	H	$>$ 17.192400          
9826.390000	480.000000	H	$>$ 17.792400          
11124.380000	1200.000000	H	    18.252400	0.070000
9214.080000	240.000000	K	$>$ 16.479600          
9826.390000	480.000000	K	$>$ 17.179600          
11124.380000	1200.000000	K	    17.589600	0.070000
43.804800	6.000000	R	14.180150	0.200000
49.766400	6.000000	R	13.480150	0.100000
55.814400	6.000000	R	13.280150	0.100000
61.776000	6.000000	R	13.280150	0.100000
67.824000	6.000000	R	13.380150	0.100000
73.785600	6.000000	R	13.580150	0.100000
79.833600	6.000000	R	13.580150	0.100000
85.795200	6.000000	R	13.880150	0.100000
91.843200	6.000000	R	13.980150	0.100000
97.804800	6.000000	R	14.180150	0.100000
122.601600	30.000000	R	14.280150	0.200000
159.580800	30.000000	R	14.780150	0.200000
196.560000	30.000000	R	15.380150	0.300000
83.808000	30.000000	R	14.180150	0.100000
123.552000	30.000000	R	14.980150	0.200000
162.432000	30.000000	R	15.180150	0.200000
202.176000	30.000000	R	15.580150	0.200000
241.056000	30.000000	R	15.780150	0.200000
280.800000	30.000000	R	15.980150	0.300000
358.560000	90.000000	R	16.480150	0.300000
619.488000	330.000000	R	17.480150	0.400000
2328.480000	1380.000000	R	19.380150	0.600000
469.998720	147.000000	R	17.920150	0.040000
684.002880	19.000000	R	18.310150	0.150000
857.001600	19.000000	R	18.490150	0.170000
9042.019200	66.000000	R	20.230150	0.050000
9157.968000	66.000000	R	20.240150	0.040000
9265.017600	66.000000	R	20.230150	0.030000
9373.017600	66.000000	R	20.240150	0.060000
9514.972800	115.000000	R	20.240150	0.040000
9711.014400	115.000000	R	20.300150	0.020000
9902.995200	115.000000	R	20.320150	0.020000
10091.001600	115.000000	R	20.310150	0.030000
10423.036800	375.000000	R	20.350150	0.020000
10867.996800	375.000000	R	20.430150	0.020000
11320.041600	375.000000	R	20.440150	0.020000
11780.035200	375.000000	R	20.510150	0.020000
3190.233600	120.000000	R	19.630150	0.130000
5266.166400	120.000000	R	19.900150	0.060000
7704.288000	120.000000	R	20.290150	0.070000
9973.929600	120.000000	R	20.440150	0.070000
11911.536000	120.000000	R	20.660150	0.080000
14068.598400	120.000000	R	20.890150	0.090000
16144.704000	120.000000	R	20.970150	0.090000
18522.604800	600.000000	R	21.110150	0.060000
20631.542400	600.000000	R	21.300150	0.060000
22756.723200	600.000000	R	21.460150	0.070000
24832.569600	600.000000	R	21.740150	0.080000
27994.723200	1200.000000	R	21.600150	0.050000
32188.492800	1200.000000	R	21.900150	0.060000
36411.292800	1200.000000	R	21.810150	0.110000
69120.000000	1800.000000	R	22.480150	0.300000
81566.870400	300.000000	R	22.980150	0.200000
99200.505600	300.000000	R	23.380150	0.300000
183448.368000	300.000000	R	23.580150	0.200000
264553.603200	300.000000	R	23.920150	0.090000
