READ TERR 1 2
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!BAT data
96.3210000064969	0.08	-0.08	4.06239131433206e-09	1.02363316723198e-09	-1.02363316723198e-09
96.4410000038147	0.04	-0.04	4.61173406386928e-09	1.05874138032277e-09	-1.05874138032277e-09
96.5610000085831	0.08	-0.08	2.284119303169e-09	5.20533484925572e-10	-5.20533484925572e-10
96.9210000058583	0.28	-0.28	4.31746907810319e-09	8.80352948691281e-10	-8.80352948691281e-10
97.281000007391	0.08	-0.08	2.76488076651569e-08	5.42474328991708e-09	-5.42474328991708e-09
97.3810000014305	0.02	-0.02	6.09446400218293e-08	1.45256697234268e-08	-1.45256697234268e-08
97.4610000046094	0.06	-0.06	4.6990440828606e-08	1.09611061043004e-08	-1.09611061043004e-08
97.6210000050068	0.1	-0.1	3.31420530126276e-08	9.76535783141193e-09	-9.76535783141193e-09
97.8210000109673	0.1	-0.1	3.6602071153383e-08	9.05700941402383e-09	-9.05700941402383e-09
98.0210000050068	0.1	-0.1	3.73196851816741e-08	8.7033103947279e-09	-8.7033103947279e-09
98.1610000026226	0.04	-0.04	6.58071224914754e-08	1.32786072282354e-08	-1.32786072282354e-08
98.2410000008345	0.04	-0.04	5.63203065061948e-08	1.32977268968708e-08	-1.32977268968708e-08
98.44100000754	0.16	-0.16	2.76841737401474e-08	5.92259757029209e-09	-5.92259757029209e-09
98.6810000059009	0.08	-0.08	4.23918510580954e-08	8.85179160827534e-09	-8.85179160827534e-09
98.8210000089804	0.06	-0.06	4.73055925945122e-08	1.11755108680144e-08	-1.11755108680144e-08
99.0610000052717	0.18	-0.18	3.34707707939243e-08	7.46589414876305e-09	-7.46589414876305e-09
99.281000007391	0.04	-0.04	8.89092920751242e-08	1.94056655541788e-08	-1.94056655541788e-08
99.4010000047088	0.08	-0.08	3.40302415489606e-08	1.44468695423612e-08	-1.44468695423612e-08
99.5610000085831	0.08	-0.08	6.62578329238089e-08	1.58360334361098e-08	-1.58360334361098e-08
99.7610000065962	0.12	-0.12	6.16636300844949e-08	1.5144030562765e-08	-1.5144030562765e-08
100.001000006199	0.12	-0.12	7.21081943721359e-08	1.73892786465862e-08	-1.73892786465862e-08
100.381000006015	0.26	-0.26	5.18553611254387e-08	1.05904375495183e-08	-1.05904375495183e-08
100.781000007391	0.14	-0.14	6.24037185272988e-08	1.30485853134206e-08	-1.30485853134206e-08
101.001000006199	0.08	-0.08	6.85995117656717e-08	1.61839695046043e-08	-1.61839695046043e-08
!101.161000002623	0.08	-0.08	1.98610962139886e-08	1.48538885132592e-08	-1.48538885132592e-08
101.321000006497	0.08	-0.08	5.93188661889252e-08	1.47881409657553e-08	-1.47881409657553e-08
102.241000006511	0.84	-0.84	1.58984468053996e-08	3.50952205382482e-09	-3.50952205382482e-09
103.221000005007	0.14	-0.14	2.65068056427212e-08	6.53347312241268e-09	-6.53347312241268e-09
103.581000005765	0.22	-0.22	1.05608579776449e-08	4.62277293143569e-09	-4.62277293143569e-09
103.841000009775	0.04	-0.04	4.65172553400794e-08	1.03616289887982e-08	-1.03616289887982e-08
105.081000005901	1.2	-1.2	6.41568797571049e-09	1.33827658637203e-09	-1.33827658637203e-09
107.481000006398	1.2	-1.2	3.54045401988321e-09	8.25613723921167e-10	-8.25613723921167e-10
109.881000006398	1.2	-1.2	4.34658740837732e-09	1.07671233367315e-09	-1.07671233367315e-09
133.321000006175	22.2399999999996	-22.2399999999996	1.59176301150565e-08	3.58494904372034e-09	-3.58494904372034e-09
!#!177.82100000622	22.2599999999996	-22.2599999999996	2.38314203265012e-09	1.42538205742235e-09	-1.42538205742235e-09
!#200.181000001431	0.1	-0.1	6.01971080339112e-08	1.5013767829985e-08	-1.5013767829985e-08
!#!225.821000006209	25.5399999999995	-25.5399999999995	-5.77189433071636e-11	8.56261897941165e-10	-8.56261897941165e-10
!#!276.921000006193	25.5599999999995	-25.5599999999995	1.88641841006012e-10	6.44964836767792e-10	-6.44964836767792e-10
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT wt mode data
121.067094	0.605871	-0.471272	2.07972219998961e-09	3.14692915621033e-10	-3.14692915621033e-10
122.154131	0.474229	-0.481166	2.55230479909733e-09	3.86201701504093e-10	-3.86201701504093e-10
123.082422	0.576056	-0.454062	2.5434707252945e-09	3.84864972293117e-10	-3.84864972293117e-10
124.076717	0.403720	-0.418239	3.37218695145925e-09	5.10262119449599e-10	-5.10262119449599e-10
124.931028	0.430071	-0.450591	2.94227941244044e-09	4.45210694159736e-10	-4.45210694159736e-10
125.855317	0.446933	-0.494218	2.56089886759222e-09	3.87502110948897e-10	-3.87502110948897e-10
126.695749	0.462265	-0.393499	2.81376369323427e-09	4.25764345267974e-10	-4.25764345267974e-10
127.660208	0.607984	-0.502195	2.20804535505486e-09	3.34110116047339e-10	-3.34110116047339e-10
128.728330	0.409859	-0.460137	2.7986403794504e-09	4.23475970105792e-10	-4.23475970105792e-10
129.640348	0.684503	-0.502159	2.02127948202227e-09	3.05849699070978e-10	-3.05849699070978e-10
131.113585	0.584756	-0.788734	1.76379041093557e-09	2.63884814771357e-10	-2.63884814771357e-10
132.401947	0.778397	-0.703605	1.58921968656804e-09	2.40472577992504e-10	-2.40472577992504e-10
133.685952	0.609904	-0.505608	2.14514666038792e-09	3.24592642682124e-10	-3.24592642682124e-10
135.111730	0.536247	-0.815875	1.84707603349102e-09	2.79490111591414e-10	-2.79490111591414e-10
136.348011	0.687683	-0.700033	1.81528344018292e-09	2.74679391001778e-10	-2.74679391001778e-10
137.937968	0.873289	-0.902274	1.39465055395756e-09	2.11031372852893e-10	-2.11031372852893e-10
139.734137	1.025258	-0.922880	1.2703671946348e-09	1.92225492248263e-10	-1.92225492248263e-10
141.435295	1.177949	-0.675900	1.3693958219767e-09	2.07209992006198e-10	-2.07209992006198e-10
143.702719	0.830195	-1.089475	1.33719721090203e-09	2.02337842364934e-10	-2.02337842364934e-10
145.557673	0.998095	-1.024759	1.23336991165378e-09	1.866272267637e-10	-1.866272267637e-10
147.325108	0.803414	-0.769340	1.55604043676406e-09	2.3545210039598e-10	-2.3545210039598e-10
149.064076	0.804419	-0.935553	1.42951985556775e-09	2.1630762918538e-10	-2.1630762918538e-10
151.227438	1.162088	-1.358943	9.97415813771132e-10	1.50923866113696e-10	-1.50923866113696e-10
153.439940	1.184159	-1.050413	1.08313976090248e-09	1.6389519791131e-10	-1.6389519791131e-10
156.063036	1.631831	-1.438937	7.53853624176851e-10	1.14069278458058e-10	-1.14069278458058e-10
159.216011	1.355691	-1.521143	7.92085072705315e-10	1.19854257156775e-10	-1.19854257156775e-10
161.789764	1.311845	-1.218062	8.90083670781877e-10	1.34682897543618e-10	-1.34682897543618e-10
164.928158	1.491515	-1.826550	7.58554274225734e-10	1.14780557703857e-10	-1.14780557703857e-10
167.777189	1.279151	-1.357516	1.00168740647815e-09	1.51570203309425e-10	-1.51570203309425e-10
170.964227	1.806912	-1.907887	6.79665382391465e-10	1.02843499164066e-10	-1.02843499164066e-10
173.920921	1.483334	-1.149782	9.2045343837563e-10	1.39278325904961e-10	-1.39278325904961e-10
177.214009	1.652420	-1.809753	6.69519266898406e-10	1.01308228196982e-10	-1.01308228196982e-10
180.654935	2.017026	-1.788506	5.84363252815283e-10	8.84228766226775e-11	-8.84228766226775e-11
184.316681	1.851236	-1.644720	6.31170551059496e-10	9.55055124673204e-11	-9.55055124673204e-11
187.419408	1.141445	-1.251491	9.16147368154477e-10	1.38626720046709e-10	-1.38626720046709e-10
189.870544	1.673909	-1.309691	7.37187507753773e-10	1.11547435933073e-10	-1.11547435933073e-10
193.393189	1.915876	-1.848736	3.91364217780284e-10	7.30755754317886e-11	-7.30755754317886e-11
197.460332	1.828633	-2.151267	5.67130833755908e-10	8.58153492017596e-11	-8.58153492017596e-11
201.044147	1.434784	-1.755182	4.76608842815921e-10	8.93140479772617e-11	-8.93140479772617e-11
204.086667	1.900696	-1.607735	4.66113944542544e-10	8.44352430842147e-11	-8.44352430842147e-11
207.957653	2.345882	-1.970290	4.72251138473956e-10	7.51707032331367e-11	-7.51707032331367e-11
211.969175	2.871095	-1.665640	4.87964647521088e-10	7.40135926958914e-11	-7.40135926958914e-11
217.044724	1.766552	-2.204454	3.74401114504384e-10	7.016087142476e-11	-7.016087142476e-11
220.388608	2.044963	-1.577332	4.40084183845109e-10	7.97200499008485e-11	-7.97200499008485e-11
224.765115	1.954369	-2.331543	3.43372324083025e-10	6.43462042477065e-11	-6.43462042477065e-11
229.026404	2.491384	-2.306921	3.02597397120791e-10	5.67051957622565e-11	-5.67051957622565e-11
234.376539	2.814879	-2.858750	2.62377030971716e-10	4.91681132367454e-11	-4.91681132367454e-11
239.424523	2.020763	-2.233105	3.60537131109854e-10	6.75628104862235e-11	-6.75628104862235e-11
244.386317	2.383880	-2.941031	2.92914334221024e-10	5.48906485882262e-11	-5.48906485882262e-11
NO	NO	NO	NO	NO	NO
!Time	Poserr	Negerr	Flux	PosErr	NegErr
!XRT pc mode data
266.724088	12.417844	-12.655324	1.76909050136992e-10	3.78841038634076e-11	-3.78841038634076e-11
289.799727	9.400725	-10.657795	2.16374969310735e-10	4.63354908086133e-11	-4.63354908086133e-11
315.534197	11.246674	-16.333746	1.42250121656953e-10	3.21194273047699e-11	-3.21194273047699e-11
337.868466	13.985586	-11.087594	1.57134054391118e-10	3.53074134305258e-11	-3.53074134305258e-11
360.091439	14.328493	-8.237387	1.82984035628235e-10	4.06811927987339e-11	-4.06811927987339e-11
383.960991	8.010121	-9.541059	2.53929257117857e-10	5.43775416103716e-11	-5.43775416103716e-11
400.599175	8.923137	-8.628063	2.62927002033993e-10	5.57638236578264e-11	-5.57638236578264e-11
417.362568	7.203663	-7.840257	2.93595826091944e-10	6.28719171441706e-11	-6.28719171441706e-11
433.681811	5.928281	-9.115579	2.7599438499941e-10	6.07880734022503e-11	-6.07880734022503e-11
457.021180	20.198692	-17.411088	1.04069651073257e-10	2.37305073078481e-11	-2.37305073078481e-11
489.796674	17.510998	-12.576802	1.33661864047406e-10	3.01802621383439e-11	-3.01802621383439e-11
521.362731	23.554620	-14.055060	1.08651034609134e-10	2.45328998773223e-11	-2.45328998773223e-11
595.093415	62.653197	-50.176063	3.54816980940743e-11	7.77867527705675e-12	-7.77867527705675e-12
697.217790	30.733682	-39.471178	1.46442667208209e-11	3.29143269931467e-12	-3.29143269931467e-12
769.424244	31.239387	-41.472773	1.38923899342522e-11	3.12245459250099e-12	-3.12245459250099e-12
839.159711	31.708820	-38.496080	1.43813189927731e-11	3.23233279579568e-12	-3.23233279579568e-12
916.991060	39.126252	-46.122528	1.23739240861369e-11	2.72686034763338e-12	-2.72686034763338e-12
1008.156279	55.775612	-52.038967	9.30863630658685e-12	2.10301841024693e-12	-2.10301841024693e-12
1111.606203	47.603709	-47.674311	1.06124705263469e-11	2.38526223751824e-12	-2.38526223751824e-12
1234.826039	64.793473	-75.616127	7.20382382749692e-12	1.62749589323923e-12	-1.62749589323923e-12
1387.978563	72.109049	-88.359051	6.24649461527095e-12	1.4334650161142e-12	-1.4334650161142e-12
1603.260920	180.259900	-143.173308	5.35929858435074e-12	9.30339896613041e-13	-9.30339896613041e-13
5388.863710	150.118681	-325.130427	3.2840019257772e-12	8.69098927548658e-13	-8.69098927548658e-13
5660.949922	106.197969	-121.967531	3.3364808998564e-12	8.67528445775018e-13	-8.67528445775018e-13
5944.308710	178.877842	-177.160818	2.10794453924582e-12	5.55886477514404e-13	-5.55886477514404e-13
6262.355502	129.113770	-139.168950	2.80523295481436e-12	7.37152515428888e-13	-7.37152515428888e-13
6534.164020	87.978332	-142.694748	3.29455097188602e-12	8.56623763904935e-13	-8.56623763904935e-13
6723.994322	88.704050	-101.851970	3.98667906226667e-12	1.03655350795706e-12	-1.03655350795706e-12
6939.382791	101.481300	-126.684420	3.27105905803985e-12	8.65689999201815e-13	-8.65689999201815e-13
7313.625450	253.774282	-272.761358	2.18999590744841e-12	4.64014464961529e-13	-4.64014464961529e-13
12122.851528	227.654484	-193.574665	2.38767659198995e-12	6.21981751773088e-13	-6.21981751773088e-13
12793.935073	564.501367	-443.429061	1.12408783828732e-12	2.76489159378048e-13	-2.76489159378048e-13
18542.334138	603.141622	-535.169534	1.17191241158018e-12	2.34651823415544e-13	-2.34651823415544e-13
24436.156299	496.078541	-489.286356	1.3050713799314e-12	2.6788723904611e-13	-2.6788723904611e-13
39160.772278	3132.888422	-5164.452414	8.78051923507739e-13	1.71643268546534e-13	-1.71643268546534e-13
46525.414221	373.690150	-955.039538	5.87590317197158e-13	1.61703577820303e-13	-1.61703577820303e-13
52212.732622	823.442878	-4216.321838	4.3482150572685e-13	1.20691540197931e-13	-1.20691540197931e-13
58551.538173	1103.747807	-1405.931189	4.80874454792376e-13	1.04956368107626e-13	-1.04956368107626e-13
65480.921329	4746.471602	-2438.568686	3.98548422359858e-13	7.82423389421497e-14	-7.82423389421497e-14
187177.737998	51558.920302	-48215.535515	7.80517499440697e-14	1.99963088187871e-14	-1.99963088187871e-14
308447.912855	39785.577016	-65644.391612	9.50595067989239e-14	1.88866857635623e-14	-1.88866857635623e-14
421616.249220	46798.197921	-34469.768117	6.64165549590149e-14	3.82993519257821e-14	-3.82993519257821e-14
