time(s)	erg/cm2/s	err
87643.6364	2.00E-14	7.23E-16
89879.1608	1.96E-14	3.58E-16
90281.958	1.93E-14	3.87E-16
137660.979	1.11E-14	4.99E-16
138748.531	1.21E-14	6.49E-16
146446.993	1.10E-14	7.80E-16
146900.14	1.01E-14	6.30E-16
187633.007	7.96E-15	5.65E-16
194002.238	6.56E-15	4.10E-16
194415.105	6.39E-15	3.99E-16
232031.329	6.26E-15	3.37E-16
235001.958	6.20E-15	5.46E-16
426381.002	5.16E-15	7.08E-16
496558.333	3.85E-15	3.38E-16
625011.655	3.91E-15	4.30E-16
1.39E+06	3.99E-15	2.19E-16
1.55E+06	4.14E-15	2.27E-16
1.86E+06	4.84E-15	2.92E-16
2.85E+06	2.11E-15	1.39E-16
3.25E+06	1.54E-15	1.95E-16
